CAS	Tm	Tb	Vms	Vml
24320-06-7	404.65			
24320-15-8	408.65			
24321-47-9	563.15			
24323-21-5				0.00019246927
24323-23-7				0.00020793615
24323-25-9	286.15			
24323-31-7				
24324-17-2	379.15	598.55		
24325-70-0	423.4			
24327-08-0	419.15			
2433-14-9	369.15			
2433-17-2	319.3			
2433-18-3	376.4			
2433-20-7				
2433-56-9	429.15			
2433-66-1	285.15			
2433-68-3	300.65			
2433-96-7	353.65			
2433-97-8	327.15			
24330-52-7				
24330-56-1	360.4			
24331-09-7	405.65			
24331-94-0	420.15			
24332-20-5				
24332-22-7				0.00013015781
24332-99-8	438.15			
24333-02-6	372.15			
24338-09-8				0.00029296322
24338-53-2	563.15			
2434-49-3	491.15			
2434-53-9	579.65			
24340-76-9	325.65		6.8777108e-05	
24340-87-2				0.00016357932
24341-30-8	508.65			
24341-66-0	497.65			
24341-76-2	415.15			
24342-97-0	414.55			
24344-21-6	352.15			
24345-02-6	524.15			
24347-54-4				
24347-58-8	292.7	350.5		9.1316243e-05
2435-16-7		493.65		0.00019982398
2435-47-4	322.65			
2435-53-2	404.65			
2435-54-3	422.15			
2435-64-5	464.65			
2435-73-6	407.65			
2435-82-7	550.15			
2435-85-0	363.65		0.00022747917	
24350-74-1	454.65			
24353-61-5	317.15			
24356-01-2	406.65			
24356-94-3	423.65			
24358-20-1	486.15			
24358-43-8				
24358-62-1				
24358-65-4	448.65			
24358-84-7	422.15			
2436-04-6	408.65			
2436-16-0	374.65			
2436-18-2	423.15			
2436-29-5	392.65			
2436-66-0	377.15			
2436-73-9				
2436-79-5	401.15		0.00022765937	
2436-84-2				0.00015678405
2436-85-3	325.65	578.15		
2436-90-0		439.15		0.00017699398
2436-92-2	346.65	564.15		
2436-93-3		541.65		
2436-96-6	399.15	578.15	0.0001628	
24360-05-2	462.15			
24362-98-9				
243669-49-0	571.15			
2437-03-8	509.15	589.65		
2437-05-0	315.15			
2437-16-3	508.65			
2437-17-4	481.65			
2437-18-5	488.65			
2437-23-2	348.15			
2437-25-4	277.15	550.15		
2437-29-8	411.15			
2437-30-1	401.15			
2437-49-2	388.15			
2437-54-9	341.15			
2437-56-1	260.15	505.95		0.000238117
2437-66-3	397.15			
2437-72-1	365.15			
2437-79-8				
2437-88-9	316.65			
2437-97-0		455.15		0.00016160297
2437-98-1	322.15	541.15		
24376-01-0	398.65			
24379-26-8	433.15			
2438-05-3	416.15			
2438-32-6	387.15			
2438-38-2	367.65			
2438-40-6	332.9			
2438-48-4	518.65			
2438-71-3	439.15			
2438-72-4	427.15			
2438-80-4	413.15			
2438-88-2	376.15			
2438-90-6	376.65			
24380-92-5		541.15		
24381-12-2	403.15			
24381-49-5	424.65			
24383-90-2	366.15			
24385-32-8				0.00032312636
24386-93-4	488.15			
24388-27-0				
24388-70-3				
2439-01-2	445.15			
2439-04-5	505.15			
2439-10-3	409.15			
2439-13-6		325.65		
2439-35-2				
2439-44-3		495.65		
2439-54-5		351.65		
2439-55-6				
2439-56-7		397.15		
2439-57-8		428.65		
2439-68-1	403.65			
2439-77-2	400.65			
2439-83-0	338.15			
2439-85-2	473.15			
2439-92-1	319.15			
2439-99-8	478.15			
24390-70-3	430.15			
24393-52-0	323.15			
24393-53-1				
24393-54-2	307.4			
24393-55-3				
24393-56-4	323.4			
24393-61-1	411.15			
24393-63-3	324.15			
24393-66-6	325.15			
24394-09-0	416.15			
24394-14-7	481.15			
24395-12-8				0.00016729253
243977-23-3	389.9			
24398-88-7		534.15		
243984-11-4	327.65			
24399-20-0	405.15			
244-63-3	472.15			
244-76-8	483.15			
244-90-6	371.65			
244-99-5	366.15	579.15		
2440-22-4	405.15			
2440-26-8	531.65			
2440-40-6	420.15			
2440-42-8	459.15			
24400-75-7	366.65			
24401-36-3				
24401-39-6				
24402-98-0	387.15			
24403-11-0				
24403-32-5	390.15			
24404-50-0	410.65			
24405-56-9	361.15			
24407-09-8				
244092-76-0	340.65			
2441-27-2	397.65	397.15	0.00013701399	
2441-41-0	394.15			
2441-97-6				0.00011319417
24410-52-4		494.15		
24413-04-5				
244193-49-5				
2442-10-6				0.00019495019
2442-49-1	330.55			
2442-56-0	298.9			
2442-61-7				
2442-62-8				
24421-05-4	403.35			
24424-67-7				
24424-99-5				
24425-40-9	310.65	521.15		
24426-16-2				0.00018179432
24426-17-3				
24426-40-2				
24429-25-2				
2443-39-2	326.95		0.00032511983	
2443-50-7	516.15			
2443-58-5	441.15	539.45	0.00018254859	
2443-62-1	388.15			
2443-66-5	405.65			
2443-68-7	404.15			
24431-27-4	369.15			
24433-71-4	343.65			
24434-09-1				
24434-12-6	376.15			
24434-82-0				0.00015280604
24437-41-0	301.65			
24438-45-7	368.65			
2444-19-1	436.65			
2444-28-2	375.15			
2444-29-3				
2444-36-2	366.65			
2444-37-3				8.6503667e-05
2444-46-4	331.15			
2444-68-0	338.15			
24440-16-2	490.15			
24442-57-7				0.00024143348
24442-68-0				
24447-63-0	500.15			
24447-99-2	517.65			
24448-07-5				
24448-20-2	317.65			
24448-94-0	551.15			
24449-58-9	463.15			
2445-07-0	417.15			
2445-53-6				0.00010715993
2445-72-9				
2445-76-3	215.65	463.15		
2445-78-5		458.65		
2445-80-9	391.65			
2445-81-0	362.15			
2445-82-1	364.15	565.65		
2445-83-2	401.15			
2445-93-4				
24451-12-5	516.15			
24451-19-2	385.65			
24454-89-5				
24456-60-8	368.15			
24458-48-8	404.65			
24459-40-3	398.15			
2446-23-3	423.15			
2446-69-7	302.15	428.15	0.00018515787	
2446-83-5				
24460-06-8	452.35			
24460-74-0				
24462-48-4	454.65			
24463-15-8	396.65			
24465-45-0	406.65			
24467-92-3	421.15			
24468-13-1		480.15		
24468-25-5	437.65			
2447-54-3	539.15			
2447-57-6	465.15			
2447-79-2	466.65			
2447-86-1	333.65			
2447-93-0	403.65			
2447-95-2	346.15			
2447-96-3	406.15			
24470-78-8	468.65			
24471-48-5	442.65			
24471-57-6	389.15			
24472-02-4	406.15			
24472-77-3	479.15			
24475-36-3	333.15			
24475-41-0				
24475-56-7				0.00017274082
24476-55-9	473.65			
2448-27-3	312.15			
2448-45-5	359.65			
2448-47-7	546.65			
2448-68-2	398.4			
2448-69-3	512.15			
24480-38-4	434.15			
24480-45-3	576.65			
24483-44-1	375.65			
24487-92-1				
2449-05-0	319.9			
2449-10-7				
2449-49-2				0.00016606944
24493-53-6				
24499-80-7	340.4			
2450-27-3	385.15			
2450-55-7	434.15			
2450-71-7		356.15		
245039-51-4	363.65			
24507-28-6	319.15			
2451-01-6	389.15			
2451-62-9	368.15		0.00022350376	
2451-84-5	312.15		0.00029935797	
2451-86-7	333.65			
245116-90-9	450.65			
24512-63-8	436.65			
24512-68-3	508.15			
24513-66-4	384.15			
24514-86-1	340.9			
24515-53-5				
24516-44-7	358.15			
2452-01-9	403.15		0.00024375941	
2452-84-8	407.15			
2452-94-0				0.00023891218
2452-99-5	154.05	367.15		0.00012870625
24522-30-3	419.15			
24526-64-5	453.15			
24527-27-3	428.15			
24529-88-2				
2453-00-1	136.45	363.85		0.0001316926
2453-03-4	320.65	435.65		
245342-58-9	361.15			
24537-30-2	387.95			
24538-60-1	373.65			
24539-29-5	543.15			
24539-59-1				0.00030103995
24539-60-4	328.65			0.0003284382
2454-11-7	483.65			
2454-35-5	317.4			
2454-37-7	336.65			
2454-39-9	394.65			
24544-04-5	228.15	530.15		
24544-05-6		503.15		
24544-08-9				
24544-09-0				
24545-81-1	420.15	493.15	0.00015812632	
245467-37-2	421.15			
245487-45-0	413.15			
24549-06-2	240.15	504.15		
2455-04-1	372.65			
2455-14-3	513.15			
2455-24-5				
2455-45-0				
2455-71-2	315.95			
2455-84-7				
24556-16-9	302.65			
24556-64-7	504.15			
24556-65-8	498.15			
24558-63-2	533.65			
2456-28-2	289.15			0.00036466349
2456-73-7	437.65			
2456-81-7	328.65			
24560-98-3	331.55			
24561-10-2	446.65			
24562-79-6	325.15			
24563-03-9	399.65			
24564-52-1	423.15			
24566-81-2	425.65			
24566-95-8				
24567-08-6	427.15			
24568-13-6	434.15			
2457-47-8	339.15			
2457-50-3	308.65			
2457-76-3	484.15			
2457-80-9	478.15			
24570-88-5	424.65			
24573-30-6				0.00012265273
24573-34-0	318.9			
245762-36-1	376.65			
245762-37-2	376.15			
24577-90-0	526.4			
24579-90-6	453.15			
2458-05-1	510.15			
2458-08-4	488.15			
2458-12-0	435.15			
2458-24-4	500.15			
2458-26-6	351.15		0.00013062426	
24582-91-0	427.15			
24583-84-4	318.9			
24584-09-6	466.15			
24585-19-1	492.15			
24587-49-3	381.15			
24588-70-3	400.15			
24588-72-5	394.15			
24588-76-9	337.65			
24589-77-3	508.65			
24589-78-4		404.65		
24589-99-9	352.15			
2459-05-4	343.15			0.00010021694
2459-07-6	291.85			
2459-09-8	289.25	481.15		
2459-10-1	260.15	467.15		0.00020001586
2459-25-8	350.15	563.15		
24593-49-5	422.15			
24593-59-7	420.65			
24596-19-8	320.15			
24599-25-5	403.15			
24599-58-4	313.4	489.15		
2460-49-3	345.65			
2460-58-4	406.65			
2460-59-5	332.15			
2460-77-7	425.65			
2460-96-0	512.15			
24600-36-0	480.15			
24602-86-6		413.15		
24607-09-8	329.15			
24607-10-1	321.15			
2461-06-5	496.65			
2461-15-6				0.00021021214
2461-18-9	285.2			0.00027900552
2461-42-9	368.15			
2461-46-3	429.15			
2461-70-3	410.65			
24610-95-5	418.15			
24613-66-9	304.15			
24619-05-4	509.15			
2462-31-9	412.65			
2462-32-0	475.15			
2462-33-1	363.15			
2462-35-3	402.15			
2462-84-2				0.00033911701
2462-85-3	238.15			0.00032675322
2462-94-4	321.15			
24621-21-4				
24621-73-6	532.65			
24622-33-1	352.65			
24622-38-6	360.65			
24622-52-4	423.15			
24622-72-8				
24623-24-3	345.15			
24623-25-4	377.65			
24623-61-8	296.15			
24625-03-4	477.15	517.15		
246257-67-0	439.15			
24627-11-0	468.15			
24629-25-2	308.05			
2463-45-8				9.4080761e-05
2463-48-1		401.65		
2463-53-8				0.00015614699
2463-63-0		439.15		
2463-77-6				
2463-81-2	433.65			
2463-84-5	326.15			
24632-47-1	568.45			
24636-31-5				
24639-11-0	475.15			
2464-18-8	512.15			
2464-33-7	452.65			
2464-37-1	425.15			
24643-97-8	448.15			
24645-20-3	383.7			
2465-11-4	422.65			
2465-32-9	294.9			
2465-56-7	408.65			
2465-64-7	361.65			
2465-65-8	340.65		0.00014413857	
2465-93-2				
24650-42-8	336.65			
24653-75-6	318.15			
24653-82-5	361.65			
24654-26-0	425.65			
24654-55-5				
24654-56-6	453.15			
24656-54-0	448.15			
2466-09-3	334.15			
2466-42-4	422.65			
2466-76-4	375.15			
24667-07-0	524.65			
2467-02-9	391.65			
2467-03-0	390.65			
2467-10-9				0.00014514969
2467-12-1				
2467-13-2		623.15		0.00046495916
2467-15-4				
2467-16-5	326.15	412.5		
2467-18-7				
24672-84-2	376.15			
24677-78-9	381.15	508.15		
2468-21-5	400.15			
2468-56-6	460.15		0.00013200508	
2468-57-7				
2468-88-4	464.65			
24680-50-0	363.15			
24683-20-3	377.65			
24683-21-4	413.65			
24683-26-9	411.65			
24685-89-0				
24686-78-0	323.65			
24687-31-8	455.15			
24687-57-8	505.45		0.00038218055	
24689-28-9	399.15			
2469-19-4				
2469-34-3	564.15			
2469-45-6	313.15			
2469-55-8				0.00027704571
2469-87-6	647.15			
2469-99-0				
24690-19-5	360.75			
24691-76-7	383.65			
24691-80-3	382.65			
24694-40-4	438.15			
24696-60-4	378.65			
24697-74-3	511.15			
24698-53-1	381.65			
2470-68-0	304.65	544.15	0.00026876574	
2470-73-7	465.15			
24700-20-7				
24700-85-4	354.9			
247016-69-9	440.15		0.0029834	
24702-30-5	420.65			
24706-48-7	460.15			
24706-50-1	446.65			
2471-70-7	482.15			
247128-21-8	415.15			
247129-85-7	362.15			
24715-41-1	493.15			
24716-09-4	372.15		0.00018811155	
24717-85-9				0.00026223322
247174-14-7	344.65			
247174-18-1	383.15			
2472-22-2	307.65			
2472-29-9	498.15			
24721-26-4	370.15			
24723-77-1	466.15			
247237-38-3	388.15			
24727-23-9	440.65			
2473-01-0	233.75	476.65		0.00018746399
2473-03-2				0.00022257876
2473-22-5	347.65			
24730-10-7	483.15			
24730-11-8	470.15			
24731-17-7				
24731-73-5	628.15			
24732-14-7	376.15			
24734-68-7				0.00015075248
2474-02-4	211.15	495.15		0.00034769535
2474-72-8	401.15			
24743-14-4	398.15		0.00015153374	
24748-23-0	304.15			
2475-44-7	493.15			
2475-45-8	605.15			
2475-46-9	460.15			
2475-79-8	350.65			
2475-85-6				0.00016730529
2475-92-5	359.65			
24755-74-6	314.15			
24758-49-4	410.65			
2476-35-9	394.15			
2476-37-1	285.15			0.00013982249
2476-69-9	534.15			
2476-74-6	462.15			
24764-98-5				0.00013858359
24765-53-5	361.15			
24765-54-6	333.65			
2477-61-4	506.15			
2477-73-8	465.15			
24771-25-3	330.15	388.15		
24772-65-4	311.65			
24774-58-1	312.4	481.15		
24774-61-6	430.15			
24775-57-3	435.65			
24779-92-8	502.15			
2478-21-9				
2478-38-8	390.15			
2478-67-3	506.65			
24781-13-3				
24782-61-4	392.65			
24786-76-3	371.15			
24786-78-5	352.15			
24787-87-9	434.65			
24787-89-1	438.15			
24789-99-9	437.15			
2479-46-1	388.15			
2479-47-2	402.05			
2479-49-4	497.15			
2479-64-3	478.15			
2479-91-6	578.15			
24793-01-9	350.65			
24793-77-9	445.65			
24794-44-3	520.65			
24794-58-9	340.75		0.00016094833	
247940-06-3	348.05			
24796-94-9	502.15			
248-93-1	590.15			
2480-23-1	563.15			
2480-26-4	476.65			
2480-86-6	374.15			
2480-96-8	427.65			
24800-44-0		544.15		
24801-88-5				
24802-06-0	313.65			
24807-55-4	483.15		6.9127273e-05	
24807-56-5	426.65			
24808-04-6	514.15			
24808-87-5	485.65			
2481-09-6	476.65			
2481-94-9	370.65			
24812-82-6	374.15			
24812-88-2	422.15			
24812-90-6	357.15			
24813-13-6	385.65			
24813-26-1	384.65			
24815-24-5	511.65			
2482-25-9	513.15			
2482-37-3	369.9			
2482-39-5				
2482-57-7				
2482-80-6	367.65			
24821-19-0	480.65			
24821-24-7				0.00017103498
24823-81-2				
24824-25-7	429.15			
24824-27-9	507.15			
24824-36-0	348.15			
24827-38-1	482.9			
24827-78-9	316.15			
24828-38-4	498.15			
24828-59-9				
2483-49-0	351.15			
2483-51-4	366.65			
2483-57-0				9.1095471e-05
24830-94-2	545.4			
24833-47-4	378.15			
24836-98-4	374.15			
2484-30-2	483.15			
2484-55-1	402.15			
24848-00-8				0.00020287113
24848-81-5				0.0004610854
24849-50-1	516.15			
2485-71-4	323.35			
24850-33-7	407.65		0.00031003745	
24851-93-2				
24853-83-6	448.15			
24854-43-1	437.15			
24854-67-9				
24854-94-2	320.15			
24855-58-1	477.9			
24856-00-6	528.65			
24856-58-4				
24856-80-2	375.15			
24857-20-3	375.15			
2486-02-4	418.65			
2486-07-9	344.15			
2486-13-7	413.15			
2486-67-1	415.55			
2486-70-6	442.65			
2486-71-7	499.4			
2486-75-1	434.15			
2486-79-5	453.65			
2486-80-8	490.65			
2486-83-1	528.15			
2486-85-3	480.65			
24860-40-0	445.15			
24864-19-5	388.65			
24867-19-4	463.15			
24867-27-4	457.15			
24868-59-5	369.65			
24869-41-8	523.15			
2487-01-6	359.65			
2487-48-1	488.15			
2487-49-2	534.15			
2487-63-0	407.15			
2487-90-3	158.15	359.65		0.00014209302
2487-96-9				
24870-11-9	466.15			
24871-55-4				
2488-01-9	388.15		0.00022295872	
2488-95-1	332.15	444.15		
24880-43-1				
24880-50-0	208.25			
24887-75-0	433.15			
24889-21-2	353.65			
24889-92-7	328.15			
24889-93-8				
24889-95-0	338.15			
24889-96-1				
2489-13-6	415.65			
2489-77-2	360.65			
2489-86-3		539.15		
24894-50-6	503.15			
24894-87-9	385.15			
24897-74-3	297.15			
249-05-8	553.15			
2490-93-9	334.15			
2490-97-3	470.15		0.00013616498	
24900-79-6	346.15			
24903-95-5		368.15		
24905-87-1	371.15			
24906-76-1	315.9			
24909-68-0	271.15			
24909-72-6	295.35			
2491-06-7	462.65			
2491-15-8	364.15			
2491-17-0	387.15			
2491-18-1	433.15			
2491-20-5	381.15			
2491-32-9	424.15			
2491-34-1	338.15			
2491-36-3	343.65			
2491-37-4	344.15			
2491-38-5	403.15			
2491-40-9	416.15			
2491-52-3	406.15			
2491-74-9	509.15			
2491-90-9	523.65			
2491-91-0	447.65			
2491-96-5	476.9			
24910-63-2	148.95	362.15		0.00013779119
24910-84-7				0.00014522733
24915-04-6	303.65			
24916-50-5	408.65			
24916-51-6	404.65			
24916-52-7	402.65			
24916-90-3	511.9			
2492-09-3	322.15			
2492-23-1	520.65			
2492-30-0	476.15			
2492-43-5				
2492-75-3	288.15			
2492-82-2	388.15			
2492-87-7	439.65			
24922-02-9				
24924-09-2	380.65			
24927-67-1	524.41		0.00016158951	
24928-91-4				
24929-02-0	528.9			
249296-44-4	411.65			
2493-02-9	312.15	499.15		
2493-04-1	304.15			
2493-31-4	411.15			
2493-84-7	374.05			
24932-54-5				0.00020191163
24933-60-6				0.00013351623
24934-91-6				0.00018626984
24935-08-8				
24936-38-7	325.75			
24936-41-2				
24936-68-3	516.15		0.00022365977	
24937-16-4	451.15		0.00019513251	
24937-72-2	588.15			
24937-74-4	330.65			
24937-78-8	372.15		0.00012014989	
24937-79-9	435.65		0.0001730651	
24938-04-3	483.15			
24938-12-3				
24938-37-2	321.15			
24938-55-4	504.15			
24938-60-1	696.15		0.001241604	
24938-64-5	823.85		0.00017125572	
24938-67-8				
24938-68-9				
24939-16-0	492.15			
2494-56-6	362.65			
2494-79-3	444.15	343.15		
24948-81-0				
24949-00-6	463.15			
2495-25-2				0.00030712815
2495-27-4		463.65		
2495-32-1	377.65	373.65	0.00014673768	
2495-35-4	488.15		0.00015402659	
2495-37-6		369.65		
2495-39-8	515.15			
249504-38-9	386.75			
24953-82-0	348.65			
24954-15-2				0.00016126267
24954-60-7	393.65			
24958-42-7	458.15			
24959-84-0	518.65			
2496-25-5	415.65			
2496-26-6	400.15			
2496-91-5				
2496-92-6				
24961-39-5	470.65			
24962-75-2	431.15			
24963-28-8	368.15			
24964-64-5	349.65	483.15		
24964-78-1				
24964-91-8	414.65			
249647-27-6	341.65			
24966-39-0	440.15			
24968-11-4	539.65		0.00018703202	
24968-12-5	498.15		0.00017626446	
24968-79-4	417.65			
24968-97-6	553.15			
24968-99-8				
24969-06-0	390.65		7.0360608e-05	
24969-11-7	383.15		0.00011756428	
24969-25-3	439.15		9.5128014e-05	
24969-26-4	439.15			
2497-02-1	437.65			
2497-06-5				
2497-07-6				
2497-18-9		439.15		
2497-21-4		411.65		
2497-38-3	539.15			
2497-91-8	328.15			
24973-22-6	318.65			
24973-25-9	390.65			
24973-59-9	440.65			
24974-72-9	310.15			
24974-73-0	345.65			
24974-74-1	351.65			
24979-70-2	443.15		0.00010357631	
24979-97-3	311.45			
24979-98-4				
2498-02-4	359.65			
2498-03-5	355.15			
2498-24-0	498.15			
2498-27-3	469.15			
2498-47-7	498.15			
2498-49-9	471.15			
2498-66-0	443.15		0.00018474249	
2498-75-1	429.65			
2498-76-2	423.65			
2498-77-3	412			
24980-39-0				
24980-41-4	348.15		9.5118667e-05	
24980-62-9	430.15			
24980-67-4	486.15			
24981-14-4	473.15			
24985-85-1	420.15			
24988-36-1	414.65			
2499-58-3				0.00019245987
2499-59-4				0.0002091714
2499-63-0				
2499-65-2	324.15			
2499-95-8	228.15	313.15		0.00017588381
24991-43-3	405.15			
24991-47-7				
24991-55-7	326.15			
24993-04-2	482.15			
24994-04-5	521.15			
250-84-0				
2500-59-6	288.9			
2500-88-1	333.15			
25001-57-4	536.15			
25004-95-9				
25006-60-4		436.65		
25006-86-4	363.65			
25007-79-8	570.65			
2501-94-2	188.15	327.65		0.00012216949
25012-94-6	395.65			
25013-15-4	196.15	441.15		
25013-16-5	324.65	540.15		
25014-12-4	438.15			
25014-15-7				
25014-31-7	473.15		0.00042205607	
25014-41-9	623.15		4.5941662e-05	
25015-63-8				
25016-01-7	387.65			
25016-02-8	362.15			
25016-11-9				
25016-12-0	323.15	372.15		
25017-08-7	439.65			
25017-27-0	412.15			
25017-49-6	416.15			
25021-08-3	387.15			
25023-01-2	372.15			
25025-59-6	500.15			
25026-34-0				
25026-97-5	438.65			
25027-40-1	292.95		0.000122024	
25027-52-5	429.15			
25029-11-2	325.65			
2503-06-2	377.15			
2503-29-9	396.15			
2503-44-8	243.15			
2503-46-0				
2503-47-1	473.65			
2503-55-1	345.65			
2503-56-2	501.15			
25032-23-9				
25032-48-8				
25033-19-6				0.00015999049
25033-74-3	335.65			
25034-65-5	473.15			
25035-04-5	459.15		0.00019659354	
25035-37-4				
25035-71-6	355.15			
25035-78-3	306.15			
25035-81-8	411.65			
25035-84-1				
25036-00-4	543.15			
25036-13-9				
25036-16-2	351.15			
25037-32-5	347.95			
25037-45-0	470.85		0.00024192593	
25037-58-5	341.15			
25037-66-5	318.15			
25037-78-9				
25038-32-8	368.15			
25038-36-2	320.15		0.00021627782	
25038-37-3	361.35			
25038-44-2	322.65			
25038-54-4	287.65	499.15		0.00015065476
25038-59-9	513.15		0.00014615448	
25038-71-5	563.15			
25038-74-8	449.15		0.00017461692	
25038-76-0	539.65			
25038-78-2	440.15		0.00012018389	
25038-81-7				
25038-91-9	516.15		0.00029103636	
2504-18-9	295.65			
2504-36-1	506.65			
2504-55-4	533.65			
2504-64-5	297.65	474.15		
25042-83-5				
25044-01-3	203.65	391.65		0.00011545882
25044-03-5				
25045-84-5	429.15			
25046-79-1	462.15			
25047-11-4	341.15			
25052-62-4	533.15			
25052-77-1	525.15			
25053-15-0	368.15			
25053-53-6	372.15			
25053-68-3				
25053-96-7	383.15			
25054-06-2	378.15			
25057-89-0	413.35		0.00017041135	
25059-71-6	334.15			
25059-80-7	352.35			
2506-10-7	452.65			
2506-41-4	321.65			
2506-78-7	438.15			
25061-77-2	449.15			
25063-47-2	440.15			
25064-07-7	535.65			
250641-15-7	419.65			
25067-06-5	256.15			
25067-08-7	306.15			
25067-11-2	543.15			
25067-21-4	505.15			
25067-34-9	435.15		6.3250632e-05	
25067-59-8	495.65		0.00016103653	
25067-61-2	508.15			
25067-64-5	327.65			
25067-95-2	378.15			
250672-65-2	408.15			
25068-01-3	404.15		8.604127e-05	
25068-10-4	447.15		6.8803168e-05	
25068-12-6	457.15		0.00014124175	
25068-14-8	400.15			
25068-26-2	523.15	273.98	0.00010018986	
25068-38-6	342.15	389.15	0.00027679943	
25068-94-4	375.15			
25068-95-5	440.65			
25069-40-3	366.65			
2507-54-2	362.9			
2507-55-3	361.35			
2507-88-2	413.65			
250713-99-6	410.65			
250714-00-2	388.65			
250714-65-9	435.15			
250726-93-3	365.15			
25073-23-8				9.4326923e-05
25074-67-3	371.65	379.15		
25077-25-2	303.65	402.15		
25077-26-3	417.65	553.15		
2508-01-2				
2508-20-5	349.65			
2508-29-4	311.65	494.65	0.00010872681	
2508-32-9				
2508-72-7	512.15			
2508-86-3	545.15			
25080-20-0				
25082-00-2				
25084-14-4	311.15			
25084-90-6	363.15			
25085-00-1	306.15			
25085-05-6	573.15		7.7925444e-05	
25085-34-1	373.15			
25085-41-0				
25085-50-1	353.15			
25085-53-4	449.15		4.6755267e-05	
25085-75-0	389.15			
25085-98-7				
25085-99-8	323.15		0.00029345936	
25086-18-4	496.05		9.8439622e-05	
25086-73-1	423.15			
25087-21-2	580.65		0.00011384942	
25087-26-7	538.15		8.608924e-05	
25087-34-7	400.15	274.07	8.8588926e-05	
2509-26-4				0.00023450749
25092-24-4	523.65			
25092-58-4				
251-49-0	400.9			
2510-00-1	464.65			
2510-23-8	307.65			
2510-27-2	393.65			
2510-33-0	350.65			
2510-36-3	315.65			
2510-55-6	384.3			
2510-71-6	451.65			
2510-86-3				0.00020168214
2510-93-2				
2510-95-4	359.15			
2510-99-8		502.65		
25100-12-3	415.15			
25101-13-7	370.15		0.00013685956	
25101-18-2				
25101-45-5	515.15			
25102-52-7	314.15			
25103-09-7				
25103-12-2				
25103-54-2				
25103-58-6		449.65		
25103-74-6	363.15		0.0001218819	
25103-87-1	331.15			
25104-55-6				
251085-87-7	316.65			
25109-28-8				0.00018567547
25109-57-3				0.00011733184
2511-00-4				
2511-09-3				
2511-10-6	264.85	502.55		0.00015424615
2511-17-3	269.95			0.00014783893
2511-22-0	360.65			
25110-46-7	485.15			
25110-82-1	416.4			
251102-28-0	378.65			
25111-96-0	470.65			
25114-70-9	469.65			
25114-81-2				
25115-74-6	387.65			
25116-00-1	365.15			
25117-57-1				
25117-75-3		515.65		
25117-79-7	382.65			
2512-14-3	322.65			
2512-24-5	350.65			
2512-58-5	377.15			
25122-41-2	469.4			
25122-46-7	469.4			
25122-57-0	368.15			
25125-72-8	330.65			
25126-76-5	492.15			
25127-29-1	399.15			
25129-20-8	463.65			
25129-91-3	356.65			
25131-98-0	346.65			
251320-86-2	383.15			
25134-01-4	532.65		0.00011427914	
25134-15-0		412.15		
25134-21-8				
25134-54-7	358.25		0.00020000363	
25135-09-5	508.15			
25135-51-7	458.15		0.00037475876	
25135-73-3	503.15			
25136-55-4		390.15		
25137-00-2	532.65			
2514-52-5	301.15			
2514-53-6	313.15	419.15		0.00022161432
25140-86-7	387.65			
25140-93-6	422.65			
25140-95-8	374.15			
25141-00-8	358.65			
25142-45-4	362.65			
25143-13-9				
25144-04-1		423.65		
25144-05-2		421.65		
25144-18-7	335.15			
25148-69-0	567.15			
25148-87-2				
25149-50-2	355.65			
25150-27-0	514.15			
25150-61-2	391.15			
25151-31-9	418.65			
25151-42-2	385.15			
25152-49-2	571.15			
25152-90-3	461.15			
25154-01-2	425.65			
25154-52-3	275.15	568.15		
25154-54-5	404.65	582.15		
25154-55-6	317.15	467.15		
25155-15-1	205.15	449.65		
25155-18-4	435.15			
25155-23-1				
25155-25-3				
25155-30-0				
25155-83-3	503.15		0.00026974192	
2516-33-8		396.15		
2516-34-9	407.4	355.15		
2516-40-7	368.15			
2516-45-2	446.65			
2516-46-3	387.15			
2516-47-4		356.65		
2516-93-0		438.45		0.00013353541
2516-95-2	412.15			
2516-96-3	439.65		0.00012011919	
2516-97-4	388.15			
25161-41-5	353.65			
25161-91-5				
25162-00-9				
25163-98-8	328.15			
251647-50-4	392.7			
25166-14-7	532.15			
25166-87-4				
25167-20-8				
25167-67-3	128.15	271.85		
25167-70-8		374.15		
25167-81-1	310.15			
25167-82-2		525.15		
25167-93-5				
25167-94-6		573.15		
25168-04-1				
25168-05-2				
25168-06-3	357.15	488.15		
25168-15-4		683.15		
25168-24-5	243.15			
25168-26-7	285.15	590.15		
25168-37-0	923.15			
25168-73-4	342.15			
2517-04-6	490.15			
2517-43-3	188.15	433.15		0.00011320652
2517-44-4				0.00014751473
2517-77-3	318.65			
25170-73-4	487.15			
25170-74-5	505.65			
25170-82-5				0.00019652983
25171-21-5	443.15			
25171-63-5	364.15			
25173-12-0	427.65			
25173-72-2	371.15			
25173-73-3	389.65			
25173-75-5	318.65			
25176-73-2	318.65			
25176-75-4				
25177-65-5	416.65			
25177-67-7	493.65			
2518-24-3	541.65			
2518-53-8				
2518-72-1	498.65			
25183-19-1		520.15		
25186-42-9				
25186-43-0	354.65			
25186-47-4	299.15	474.65		
25187-06-8	419.15			
25188-98-1	423.15		8.1394976e-05	
25189-55-3	337.15		8.1643319e-05	
25189-57-5	422.15			
25189-69-9	449.15			
2519-16-6	424.15			
2519-61-1	458.65			
2519-75-7				
25190-06-1	586.15			
25190-89-0	368.15			
25191-04-2	464.15			
25191-15-5	615.65		0.00013172978	
