CAS	Tm	Tb	Vms	Vml
25191-90-6	413.15		0.0005204964	
25193-95-7	324.65			
25194-52-9	396.15			
25194-67-6	344.15			
25195-45-3	364.15			
25195-47-5	374.65			
25195-49-7	384.65			
25195-50-0	405.65			
25195-56-6	366.15			
25197-99-3	524.15			
25199-84-2	519.65			
25199-86-4	372.15			
2520-36-7	508.15			
252004-95-8	411.65			
25201-40-5	414.15	431.55	0.00014389966	
252049-08-4	391.15			
25209-52-3	369.65			
2521-25-7	409.15			
2521-89-3	361.15			
25212-06-0	333.15			
25212-74-2	533.15		8.4994485e-05	
25212-86-6				
25213-02-9	389.15		0.00012183783	
25213-39-2	393.15			
25214-24-8	439.15		0.00012406783	
25214-81-7	348.15			
25215-94-5	434.65			
25216-28-8	343.9			
25216-76-6	360.65			
2522-81-8	332.65			
2522-99-8	428.15			
25224-14-0				
25225-09-6				0.00017227428
25226-98-6				0.00021040392
25229-42-9	358.65			
25229-97-4	444.15			
2523-37-7	319.65	428.15		
2523-39-9	361.65			
2523-42-4	401.15			
2523-44-6	369.65			
2523-46-8	383.15			
2523-48-0	378.15			
2523-55-9				
2523-56-0		425.65		
2523-94-6				0.0001103619
25231-38-3	348.15		9.3038465e-05	
25232-94-4	473.12			
25233-34-5				
25233-47-0		411.15		
25234-25-7		526.65		
25234-26-8				0.00023238979
25234-79-1				
25235-85-2				0.0001214177
252351-95-4	437.15			
252351-96-5	380.15			
25236-64-0		327.65		
25236-71-9	362.65			
25238-54-4	333.15			
2524-02-9		279.15		
2524-03-0				
2524-04-1	198.15	383.15		0.00015770067
2524-05-2				
2524-06-3				
2524-09-6				0.00018896825
2524-37-0	405.15			
2524-38-1	532.65			
2524-52-9	274.15	516.15		9.9953713e-05
2524-64-3				0.00020732423
2524-67-6	403.15			
2524-76-7	287.65			
25244-30-8				
25244-91-1	472.15			
25245-33-4	318.65		0.0001480904	
25245-34-5		528.15		
25245-35-6				
25245-37-8	314.15			
25247-68-1				
25248-42-4	338.25		0.00010351817	
25249-16-5				
2525-02-2	330.15		0.00013835455	
2525-16-8				0.00013203904
2525-19-1	506.15			
2525-41-9	342.15			
2525-62-4		436.4		
25252-68-0				
252577-87-0	526.65			
2526-62-7				
2526-64-9	449.15			
2526-65-0	448.15			
25260-60-0				
25263-97-2		501.15		
25264-93-1	175.15	338.15		
25265-27-4	468.15		0.00011824764	
25265-68-3		350.65		
25265-71-8		505.05		
25265-75-2	291.65	503.15		
25265-77-4	223.15	530.65		
25266-02-8	390.15			
25267-51-0	290.15			
25269-04-9	352.15			
2527-57-3	514.65			
2527-58-4	489.65			
2527-59-5	476.15			
2527-96-0		478.15		
25276-70-4				
25276-80-6				
25278-95-9	450.15			
25279-63-4	470.15			
25279-67-8	397.15			
2528-16-7	377.9			
2528-36-1		404.65		
2528-38-3				0.00032901952
2528-39-4				0.00038073873
2528-61-2	189.35	418.15		0.00015378964
25287-79-0	419.65			
25287-88-1	565.65			
25288-76-0	394.9			
252882-62-5	434.15			
2529-45-5	540.65			
2529-64-8	391.4			
25290-13-5	435.65			
25290-14-6				0.00013752377
25291-17-2		377.15		
252916-29-3	526.15			
25294-59-1				
252940-36-6	320.9			
25296-66-6				0.0001377834
252964-68-4	463.15			
252978-98-6	319.65			
25299-32-5	367.4			
253-14-5	437.05			
253-35-0				
253-45-2	369.65			
253-50-9	387.65			
253-52-1	363.65	589.15		
253-53-2	447.15			
253-66-7	311.15	387.15		
253-69-0	331.65			
253-72-5	304.65			
253-73-6	425.15			
253-82-7	321.15	514.15		
2530-07-6	467.15			
2530-10-1				
2530-30-5	383.15			
2530-31-6	362.65			
2530-32-7	358.65			
2530-33-8	367.65			
2530-46-3	356.15			
2530-83-8		393.15		
2530-85-0		463.15		
2530-86-1				0.00021871308
2530-87-2		373.15		
2530-99-6	420.15			
25302-76-5	449.15			
25304-14-7				
25306-99-4				
25307-17-9				0.00039537469
25309-64-2	262.15	503.15		0.00014418142
25309-65-3	248.95			0.00013500412
2531-11-5	350.65			
2531-80-8		463.65		
2531-81-9				0.00014652241
2531-82-0				0.00016393412
2531-84-2	331.15	430.65		
25310-48-9	298.15			
25311-71-1				0.00030538462
25312-34-9				0.00021164361
25312-65-6	436.65			
25316-40-9	477.65			
25316-52-3	407.15			
25316-59-0	447.9			
25319-90-8	314.65	438.15		
2532-49-2				
2532-50-5	330.15			
2532-58-3	139.45	363.95		0.00012936759
25321-09-9	233.15	478.15		
25321-14-6	346.65	523.15		
25321-22-6		405.15		
25322-01-4		403.15		
25322-20-7	229.35	419.65		
25322-68-3	330.65		5.5073505e-05	
25322-69-4	333.15			
25323-30-2		328.15		
25323-58-4	448.15		0.00010654462	
25323-89-1	236.55	386.95		
25324-52-1	343.15			
25327-89-3	392.15			
25329-35-5	365.15		0.00014320995	
2533-20-2	389.65			
2533-34-8	391.15			
2533-69-9	243.15	421.65		
2533-82-6	382.65			
2533-89-3	379.65			
2533-94-0	487.15			
25332-05-2	375.15			
25332-39-2	496.15			
253324-91-3	342.65			
253324-92-4	371.65			
25333-25-9	431.15			
25333-42-0	492.15			
25333-79-3	462.65			
25334-93-4		390.15		0.00016232809
25335-74-4	367.15			
25339-16-6				
25339-17-7	280.15	493.15		
25339-53-1	179.15	443.15		
25339-56-4		366.75		
2534-66-9	302.15			
2534-77-2		355.15		
25340-17-4	242.15	457.15		
25340-18-5		487.15		
253426-66-3	363.15			
25343-91-3	359.15			
25346-31-0		403.15		
25346-32-1		386.15		
25346-33-2		414.15		
2535-20-8	546.15			
2535-35-5	310.4			
25351-79-5	329.15			
25352-00-5	436.65			
25354-61-4	346.05			
25354-92-1	321.15			
25354-93-2	303.15			
25354-97-6		418.15		
25355-20-8	338.15			
25357-81-7				0.00039702581
25358-55-8				
2536-31-4	412.15			
2536-34-7	334.4			
2536-36-9	349.15			
2536-91-6	409.15			
25360-10-5		408.15		
25363-24-0				
25363-69-3	274.96			
25364-76-5	380.15			
25366-22-7	388.65			
25366-23-8	409.65			
25366-24-9	454.15			
253687-18-2	370.65			
25369-33-9	488.15			
25369-78-2	578.15			
2537-29-3	430.65		0.00017737965	
2537-36-2	573.15			
2537-48-6				0.00015726207
2537-62-4	514.65			
25370-51-8	416.9			
25371-55-5	339.15			
25372-07-0	489.65			
25372-10-5	319.15			
25373-43-7	419.65			
25373-56-2	376.15			
25374-10-1				
25376-38-9	366.15			
25377-46-2				
25377-72-4	93.15	308.15		
25377-73-5	413.65			
25377-82-6		510.65		
25377-83-7	164.15	396.15		
25378-22-7	237.95	486.95		
25378-64-7	449.65			
25379-20-8	488.15			
2538-52-5	424.65			
2538-68-3	511.65			
2538-70-7				
2538-76-3	353.7			
2538-87-6	407.15			
2538-98-9	395.4			
25380-61-4	356.15			
25384-14-9	537.65			
25385-73-3				
253863-19-3	445.15			
253870-02-9	559.15			
253870-30-3	428.15			
2539-17-5	393.15			
2539-20-0				
2539-21-1		485.65		
2539-53-9	398.15	398.15		
25390-16-3	457.15			
25390-17-4	448.65			
25390-20-9	488.65			
25391-56-4	510.15			
25391-57-5	493.15			
25391-58-6	476.15			
25391-60-0	377.65			
25391-61-1	381.15			
25393-98-0	430.65			
25394-57-4	296.15			
25394-78-9	380.65			
25395-22-6	494.15			
25395-28-2	471.15			
25395-31-7		532.15		
25398-55-4	353.15			
254-03-5				0.00012314573
254-04-6		405.15		
254-27-3		484.15		
254-60-4	371.65			
254-61-5	380.65	343.15		
254-79-5	348.15			
254-87-5	348.95	510.65		
2540-09-2	544.65			
2540-19-4	362.15			
2540-31-0	359.65			
2540-35-4	461.65			
2540-36-5	361.15			
2540-82-1	298.65		0.00018903012	
2540-99-0	549.65			
25401-86-9	332.65			
25402-06-6				
25406-45-5	447.15			
25406-56-8	522.15			
25407-11-8	462.4			
25408-63-3		372.15		0.00011604588
25409-08-9				
25409-39-6				
25409-57-8	417.15			
2541-69-7	414.15			
2541-75-5				
25412-75-3	513.15			
25413-64-3				
25414-22-6		383.65		
25415-62-7	465.65			
25415-67-2		436.15		
25415-84-3		488.15		
25417-58-7	315.15			
25419-06-1		390.15		
2542-26-9	440.65			
25423-56-7	488.15			
25423-58-9	370.65			
25425-12-1	382.15			
25429-29-2				
2543-46-6	360.15			
2543-75-1	408.4			
2543-94-4	375.15			
2543-95-5	392.15			
25434-10-0	332.9			
25435-53-4				0.00016671291
25435-63-6				
25436-07-1				
25437-28-9				
25437-95-0	332.65			
2544-13-0	427.15			
25441-16-1	448.15			
25442-42-6	502.65			
25445-41-4	380.65			
25447-65-8	459.15			
25447-66-9	453.15			
25448-04-8	398.15	525.65		
25448-24-2	311.65			
2545-00-8	526.15			
2545-13-3	459.65			
2545-59-7		437.65		
25451-15-4	424.65			
25451-53-0	346.15			
25452-58-8	363.15			
25458-45-1				
25458-47-3	303.65		0.00015208835	
25458-49-5				
25462-17-3				
25462-23-1				
25462-38-8	312.6			
25462-67-3	454.9			
25465-65-0	309.15	490.15	0.00015788127	
25466-44-8	445.65			
25468-44-4				
2547-61-7	413.65	443.15		
2547-66-2	493.15			
25470-94-4	496.15			
25474-85-5	303.15			
2548-85-8				
2548-87-0				
25480-74-4	490.65			
25485-34-1	396.15			
25485-88-5				
25487-66-5	519.15			
25488-37-3	539.15			
25488-53-3	591.15			
2549-14-6	333.15			
2549-19-1	337.65			
2549-51-1				0.0001015417
2549-53-3				
2549-59-9				
2549-60-2				
2549-61-3				
2549-63-5				
2549-67-9		361.65		
2549-87-3	341.15			
2549-93-1	264.15	387.15		
2549-99-7				
25491-00-3				
25493-24-7	281.15	590.65		0.0001922179
25495-90-3		390.65		
25496-72-4	309.15			
25497-29-4	142.35			
25498-03-7				
25498-06-0	645.65			
254980-00-2	578.15			
25499-90-5	571.15			
255-37-8				
2550-02-9		452.65		
2550-04-1		449.15		
2550-06-3		454.65		
2550-11-0				
2550-16-5				0.00017956927
2550-21-2		416.65		
2550-26-7	260.15	506.65		0.00015004556
2550-27-8	377.65		0.00016656057	
2550-28-9		422.15		
2550-40-5	401.65		0.00022035957	
2550-52-9	329.15			0.00026602321
2550-73-4	713.15		0.00013179878	
2550-75-6	378.15	447.15		
2550-84-7	428.15			
25503-90-6	443.65			
25505-65-1	487.9			
25509-07-3	440.65			
2551-53-3		360.65		
2551-62-4	222.35	209.15		
2551-64-6	525.65			
2551-83-9		420.15		
25511-64-2	233.15			
25512-84-9	346.25			
25515-73-5	458.9			
25519-77-1	349.65			
2552-47-8	443.65			
2552-55-8	424.65			
2552-91-2	310.65			
25522-33-2	504.15			
25522-96-7	265.65			
25523-97-1				
25526-04-9	445.65			
25526-93-6	450.15			
2553-04-0	314.15			
2553-17-5	343.15			
2553-19-7		440.15		
25532-45-0	489.15			
25536-14-5	308.5	485.05	0.0001343996	
2554-06-5	229.65	497.15		0.0003453507
2554-75-8	427.65			
2554-94-1				
25542-62-5	306.15		0.00017978243	
25542-72-7				
25545-89-5	492.65			
25546-09-2	448.65			
25546-65-0	466.65			
25549-98-8				
2555-05-7	331.9			
2555-14-8				
2555-22-8	397.15			
2555-23-9	521.15			
2555-24-0	475.15			
2555-28-4	432.15			
2555-29-5	441.15			
2555-31-9	383.15			
2555-37-5	407.15			
2555-38-6	456.15			
2555-49-9				0.00016338743
25550-14-5	438.15	432.65		
25550-52-1		488.15		
25550-58-7				
25551-13-7	238.1	443.55		
25551-17-1	389.15			
25551-35-3	311.15			
25554-84-1	327.65			
25557-79-3	405.05			
2556-10-7				
2556-36-7	328.15			
2556-42-5	320.9			
2556-46-9	417.15			
2556-73-2				
25560-00-3		439.65		
25560-11-6	308.65			
25560-91-2				
25561-30-2	263.15			0.00026563467
25561-86-8				
25562-90-7				
25563-06-8	337.15			
25564-22-1				0.00016528773
25566-16-9	347.15			
25566-92-1				
25567-67-3	324.15			
25568-84-7	358.15			
25569-53-3	377.05			
2557-13-3		367.15		
2557-77-9		429.15		
2557-78-0				
25570-02-9	321.95			
25570-03-0		397.65		
25570-48-3				0.00018134582
25573-43-7	402.15			
25575-42-2				
25575-88-6	452.15			
25575-89-7	517.15			
25576-67-4	519.15			
2558-18-1	408.65			
2558-21-6	398.65			
2558-30-7	483.65			
25583-20-4				
255837-19-5	364.65			
25584-83-2	243.15			
25586-20-3				
25586-43-0	248.15	532.15		
25587-80-8	459.15			
25587-90-0				
25594-37-0	343.15			
25594-62-1	350.15			
25595-59-9	385.65			
25597-16-4		388.15		
256-81-5	319.15			
256-96-2	471.15			
25601-41-6				
25604-54-0				
25606-41-1	323.15			
25608-26-8	438.35			
25608-40-6	413.15			
25608-58-6	330.15		0.0002315709	
25608-63-3				
25608-79-1	493.15			
2561-21-9				0.00022578842
2561-85-5	346.15			
25611-78-3		584.15		
25612-07-1	451.9			
25614-03-3	489.65			
25615-14-9	454.65			
25617-97-4				
25617-98-5				
25618-55-7				
25619-09-4				
25619-60-7	249.45	471.15		
2562-37-0				0.00011284282
2562-38-1	416.65		0.00010601289	
2562-52-9	458.15			
2562-87-0	497.65			
25620-59-1	539.65			
25625-62-1	561.15			
25627-36-5	501.15			
25627-90-1	420.15			
25628-84-6	307.15			
2563-07-7	307.65			
2563-97-5	369.15			
25632-22-8	478.15			
25633-33-4	486.65			
25635-12-5				
25635-13-6				0.00013269573
25637-80-3	415.15	596.65		
25637-84-7	285.15			
25637-99-4	453.65			
256373-95-2	408.65			
25639-21-8	309.15			
25639-42-3	223.15	440.65		
25639-68-3	563.15		0.0016476121	
2564-02-5	453.65			
2564-06-9	367.15		0.00015960887	
2564-65-0	495.65			
2564-83-2	308.15			
2564-95-6	439.15			
25640-14-6	507.15		0.0002898757	
25640-70-4				
25640-76-0	367.15			
25640-78-2	233.15	569.65		
25641-64-9				
25641-99-0	363.15			
256445-66-6	358.15			
256453-85-7	429.15			
2565-01-7	386.65			
2565-07-3	340.05		0.00023577708	
2565-21-1				
2565-43-7	440.15			
2565-47-1	405.15			
2565-58-4	365.15		8.8936605e-05	
2565-82-4				
2565-83-5				
25652-35-1	540.15			
25653-16-1	319.15			
25654-31-3	322.65			
25655-42-9	513.15			
25656-56-8	848.15			
25656-57-9	403.15		0.00013614034	
25656-90-0				
25658-42-8				
25658-80-4				
25659-22-7		400.15		
2566-20-3	471.15			
2566-22-5	457.15			
2566-23-6	437.15			
2566-30-5	528.15			
2566-32-7	573.15			
2566-34-9	545.15			
2566-39-4	458.15			
2566-44-1		408.15		
2566-89-4				0.00034739311
25660-70-2	409.65			
25660-71-3	431.15			
25661-96-5				
256640-45-6	418.4			
25665-01-4	412.15			
25667-42-9				
2567-01-3				8.4981027e-05
2567-14-8		404.65		
2567-51-3	371.65			
2567-62-6	384.65			
2567-63-7	433.65			
2567-85-3	413.15			
25672-33-7	463.15			
2568-06-1				
2568-25-4		391.15		
2568-30-1		431.15		
2568-33-4		475.65		
2568-34-5	376.9			
2568-57-2				0.00019821961
2568-89-0		391.65		
2568-90-3	215.05	452.35		0.00019214628
2568-91-4		438.65		
2568-92-5				0.0001891525
2568-96-9		379.15		0.00010464139
25680-54-0	375.65			
25681-03-2	461.15			
25683-07-2	447.65			
25683-71-0	477.65			
25684-04-2	330.15			
25684-76-8	404.15			
25685-29-4	323.15			
25688-18-0	367.9			
25688-22-6	386.65			
2569-01-9	369.15			
2569-58-6	371.65			
2569-77-9	387.65			
25692-13-1	430.15			
256935-99-6	500.65			
25697-57-8				
25699-94-9	377.55			
257-07-8	341.65			
2570-26-5	310.45	580.75		
2570-43-6				
2570-68-5				
2570-96-9				
2570-98-1	462.15			
25700-14-5	312.15			
25700-16-7	387.15			
25702-20-9	368.15			
25702-34-5				
25707-70-4				0.00026646479
25708-87-6	471.15			
25709-55-1	400.65			
25709-81-3	573.65			
2571-22-4	485.65			
2571-39-3	320.65	614.15		
2571-54-2	416.15			
2571-81-5	450.65			
2571-86-0	495.65			
2571-88-2	414.65			
2571-90-6	318.15			
25710-10-5	367.15			
25711-26-6	334.15			
25712-17-8	396.15			
25712-33-8	330.15			
25713-60-4	503.15			
25714-71-0		339.65		
25717-11-7	412.15			
25717-80-0	413.65			
25717-82-2	314.65			
25718-70-1	516.15			
25718-95-0	394.15			
25719-60-2	388.15			
2572-38-5		398.15		
2572-39-6				
2572-92-1				
25722-07-0	471.15			
25722-29-6	316.15			
25722-45-6	379.15			
25722-66-1	339.15			
25726-99-2				0.00021188982
25727-91-7	301.15			
25727-93-9	290.15			
25727-94-0		536.15		
2573-69-5	488.65			
2573-70-8	371.15			
25732-74-5	406.65			
25734-27-4	568.15			
25735-29-9		318.15		
25735-67-5				
25737-87-5	357.15			
25739-41-7	571.15			
2574-25-6				
2574-34-7	393.15			
2574-78-9	557.65			
25744-09-6	553.15			
25746-68-3	405.15			
25747-41-5	358.15			
25748-37-2	482.15		0.00027067236	
25748-72-5	482.15			
25749-60-4	395.15			
25750-23-6	590.15		0.00037957369	
25750-84-9	323.15		0.00017358016	
25753-26-8	458.65			
25755-72-0		546.15		
25755-94-6	347.65			
25756-29-0		417.15		
2576-40-1	381.15			
2576-47-8	441.15			
2576-68-3	383.15			
2576-92-3	485.65			
2576-97-8	478.15			
257610-87-0	323.9			
25764-08-3				
25764-13-0				
25767-47-9	393.15		0.00021510935	
2577-40-4	405.15			
2577-46-0				
2577-48-2	424.65			
2577-52-8	429.15			
2577-72-2	410.65			
2577-90-4	405.15			
25771-65-7	363.65			
25772-91-2				
25775-90-0	343.15			
25775-96-6	423.65			
25776-72-1	571.15			
25777-14-4	385.65			
25777-71-3				
2578-33-8	420.65			
2578-45-2	337.65			
2578-57-6	509.15			
2578-58-7	441.65			
2578-75-8	593.15			
2578-84-9	399.4			
2578-85-0	393.15			
25781-90-2	348.15			
25784-83-2	304.15			
25784-91-2	333.65			
257862-98-9	396.15			
2579-20-6		493.15		
2579-22-8	412.65		0.0001225193	
25790-35-6				
25791-20-2	370.15			
25791-96-2				
2580-58-7	433.15			
2580-60-1	436.15			
2580-63-4	365.9			
2580-71-4	371.4			
2580-77-0	331.25			
2580-80-5	449.15			
25800-30-0				
25800-63-9	439.65			
25803-14-9	515.15			
25803-71-8	450.15			
25804-49-3	404.15			
25808-30-4	377.15			
2581-34-2	401.15			
2581-36-4	541.15			
2581-45-5	356.9			
2581-46-6				
2581-69-3	430.9			
25810-59-7	510.15			
25812-30-0	335.15	431.65		
25813-25-6	643.15			
25814-36-2				
25817-87-2				
25818-89-7	397.65			
25819-91-4	407.65			
2582-07-2	445.65			
2582-16-3	427.15			
2582-30-1	445.15			
2582-86-7	568.15			
25822-09-7				
25823-49-8	536.65			
25826-69-1	366.65			
258273-77-7				
2583-25-7	378.15			
25830-77-7	470.65			
25832-67-1	513.65			
25834-80-4	407.15			
25834-95-1				
258340-15-7	433.65			
2584-48-7				
2584-71-6	513.15			
25840-83-9	465.15			
25841-43-4	437.65			
25842-51-7	345.65			
25843-45-2		371.15		
25843-59-8	455.15			
25844-12-6	359.65			
25848-69-5	514.15			
2585-25-3	394.9			
2585-29-7	437.65			
2585-30-0	504.15			
25850-49-1	336.9			
25850-61-7	406.15			
258506-68-2	367.15			
25852-37-3				
25852-39-5				
25852-90-8	418.15			
25853-85-4	553.15			
25856-03-5	377.15			
2586-62-1				
2586-89-2	142.65	380.35		0.00012776671
2586-96-1	370.15			
25865-94-5	524.65			
2587-42-0	354.15			
2587-46-4				
2587-47-5				
2587-76-0				
2587-81-7	433.55			
2587-82-8	359.15			
25870-62-6				0.00018302181
25870-67-1	458.65			
25875-50-7	562.65			
25875-51-8	460.65			
25876-10-2	370.15			
25877-30-9				
25877-35-4	460.15			
2588-03-6				0.00022351799
2588-04-7				
2588-05-8				
2588-06-9				
25882-73-9				
25887-81-4	359.65			
25888-94-2				
2589-00-6	433.65			
2589-01-7	379.65			
2589-15-3	384.15			
2589-39-1	450.15			
2589-47-1	423.65			
2589-57-3	303.15			
2589-71-1	335.65			
2589-72-2	336.65			
2589-73-3	335.15			
2589-74-4	344.65			
2589-78-8	351.65			
2589-79-9	335.65			
25895-44-7	370.15		0.00014460392	
25895-47-0	410.15		0.0003506645	
25895-60-7	458.15			
25899-50-7		400.45		9.8370198e-05
25899-90-5	402.15			
259-79-0	347.9	536.25		
25902-89-0	455.65			
25905-14-0				0.00021518307
25905-77-5	395.15			
25907-77-1	603.15			
2591-16-4	448.15			
2591-26-6	475.15			
2591-57-3	255.15			0.00021030951
2591-66-4	331.15		0.00019586581	
2591-76-6				
2591-78-8	502.15			
2591-84-6	504.65	504.65	0.00014017414	
2591-86-8	242.35	495.65		0.00011096293
2591-98-2				
25910-57-0	509.15			
25910-85-4	532.65			
25912-16-7	406.65			
25912-37-2	537.15			
25913-34-2	507.65			
259145-29-4	419.15			
25917-35-5		430.35		
2592-05-4	471.65			
2592-18-9	353.15			
2592-95-2	383.15			
25920-18-7				
25922-41-2	364.15			
25922-42-3	401.15			
259222-20-3	494.65			
25924-78-1	415.65			
2593-15-9	293.05			0.00016469062
2593-23-9	428.15			
2593-81-9	385.65			
25935-14-2	423.15			
25938-97-0	429.15			
25939-12-2	417.65			
25939-13-3	464.4			
25939-14-4	382.15			
2594-20-9				0.00013706374
2594-21-0				
2594-75-4				
25941-41-7				
25948-11-2	370.15			
25948-15-6	360.15			
2595-05-3	348.65			
2595-54-2				0.00026953355
2595-97-3	401.15			
2595-98-4	402.15			
25951-90-0	793.15			
25952-35-6	385.15			
25953-17-7	455.15			
25953-19-9	472.15			
25954-13-6	448.15		0.0001278979	
25954-44-3	481.15			
2596-47-6	470.15			
25961-11-9	399.15			
25961-87-9				
25961-89-1		425.65		
25962-03-2	548.65			
25962-05-4	507.15			
25962-08-7	507.15			
25963-47-7	466.65			
25966-39-6				
25967-29-7	393.15			
25968-91-6	355.15			
2597-03-7	290.65			0.00026130506
2597-11-7	471.65			
2597-44-6		369.15		
2597-54-8	349.15			
2597-56-0	420.15			
2597-97-9	355.65			
25971-63-5	503.65		0.00051936895	
25973-55-1	360.4			
259739-01-0	403.45			
25979-07-1	319.65	420.15		
2598-29-0	329.15			
2598-31-4	386.65			
2598-99-4	332.15			
259809-49-9	456.15			
259818-85-4				
25985-57-3	512.65			
25986-77-0	319.85			
259860-35-0	362.65			
25988-53-8	458.15			
2599-01-1	320.65			
2599-11-3	681.15			
25990-37-8	519.15			
25990-43-6				
25990-96-9				
25997-59-5	498.15			
25998-90-7	353.15			
25999-20-6	442.65			
25999-31-9	385.15			
260-94-6	381.15	618.65	0.00017832836	
260-95-7	407.65			
2600-69-3				
26000-16-8	499.15			
26000-17-9	405.15			
26002-36-8	388.15			
26002-48-2	368.15			
26002-80-2				
26005-36-7	434.15			
26006-30-4	529.15			
26006-94-0				
26007-43-2	401.95		0.00012918336	
26009-03-0	502.15		4.003464e-05	
2601-07-2	415.15			
2601-89-0	516.15		9.2653214e-05	
2601-90-3	350.65			
2601-98-1	394.15			
26018-67-7	415.15			
26018-73-5	556.15			
26018-78-0	313.65			
26019-17-0		350.65		
26019-18-1				
2602-34-8				
2602-38-2	443.65			
2602-64-4				0.00018648051
26020-14-4	517.15			
26021-56-7	396.15			
26027-38-3		303.15		
26028-43-3				
26028-46-6	370.15			
26028-56-8		440.65		
26028-65-9	571.15			
26029-09-4	466.65			
2603-10-3	320.15			
26033-21-6	426.65			
26038-62-0	376.65			
260389-91-1	421.65			
26039-74-7				
26039-99-6	381.9			
2604-45-7	452.65			
26040-62-0				0.0001719538
26040-98-2	345.15			
26041-69-0	358			
260443-89-8	468.65			
260443-91-2	449.15			
26049-68-3	492.15			
26049-70-7	494.15			
26049-94-5	383.15			
2605-14-3	316.65			
2605-67-6	437.15			
26050-64-6	392.65			
