CAS	Tt	Tm	Tb	Tc	Pt	Pc	Vc	Hfs	Hfl	Hfg	S0s	S0l	S0g	Hsub	Hfus	Hvap	AntoineTmin	AntoineTmax	AntoineA	AntoineB	AntoineC
1074244			534.2																		
1074299											339.9										
1074437		190.57	454						-76184.339							52100					
1074551		209.35556	456.5						-75109.788							51900					
1074926		222.83	473.00523							-33000											
1074982														106700							
1075383		231.76	462							-54000						51175.624					
1075747			471.15																		
1075894														106800							
1076433	279.9	280	345.43													34200	283	355	20.755018	2755.0661	-53.932
1076477								-486600		-377300				109300							
1076886								-500800		-389800				111000							
107693925										-261857.78											
1077163		209.65003	494													60160.537					
1077583		346.14884						-476200		-376100				100100							
107770990		183																			
1078042	245.55								-123900	-62500		343.5				61385					
1078199														104700							
1078280		340																			
1078713			510													64283.79	337	517	23.174437	5770.8263	-21.612
1079330		402.8																			
1079716	345.39	346.01971	567.2					-119500		-37200				82150							
108009			378.2																		
108010		214.15	407.22538													46877.209					
108032		169.06863	390						-167286.47							43896.948	331.8	404.53	21.270682	3376.4371	-58.029
108054		180.22413	345.7	519.13		4185000			-348400	-311300						37200	340	355	23.551784	4161.5357	0.726
108087	154	153	353.7	519.85403		2739691.5	0.000418		-236297.54	-203397.54		302.97186	396.73			32806.219	286.86	354.52	20.633926	2757.5943	-50.877
108098			381.95884																		
108101		189.15	389	575.02093		3334200.8		-381500		-291200						41176.639	294.9	389.3	20.614998	2887.6605	-71.537
108112			405	574.4					-394700	-344100						57300	298	406	28.951392	8821.6502	101.679
108123			389.2																		
108134								-542919.9		-416400				126400							
108167			397.2																		
108189		176.90715	357	522.57451		3020000			-172212.66	-137512.66						34500					
108190								-563700		-437000	146.1			126700							
108203	187.76026	187.63633	341.4	500.12344		2836473.5	0.000386		-351500	-318000		304.53373				32471.382	296.7	340.36	20.646106	2613.5124	-54.92
108214		206.33231	362	531.65405		3290000			-526900	-489700						37016.144	234.9	362	21.993648	3432.8712	-34.098
108225		180.25	367.8703						-386200												
108247		200	412	605.9846		4000283.1			-625000				389.95				335.99	412.57	21.290968	3287.5619	-75.113
108270			521.2																		
108292			480.7						-461300	-406500						54159.726	310.7	480.7	19.539829	3027.9501	-105.793
108305		392.72256	534.2					-608600		-527900				80700			365	534	19.92245	3301.6169	-144.107
108316	325.72	326	473.2					-470365.42						70000			317	475	20.260815	3295.02	-101.093
108327	220.19495	220.785	514.01549						-622020.9	-572720.9		218.86487				60000					
108361		266.02712	491.2																		
108372		251.76461	469.19836																		
108383	219.6	225	412.3	618		3536359.9	0.000375		-25400	17200		253.44256	358.2			41000	332.4	413.19	21.036579	3369.184	-57.991
108394	285.4	284	475.2	705.7801		4398426.3			-191672.12	-131136.43		212.59				60000	422.7	474.3	22.108432	4220.9539	-76.414
108407			468.2																		
108418		225.37651	435.0656														277.9	435.5	21.831915	4162.0976	-32.105
108429		263.1352	503.18376						-20300							60420.881	334	398	13.156165	683.86547	-257.467
108430		305.8	487.2											76900		63500	317.4	487	22.267863	4777.0167	-42.359
108441		241	476	709.15		4154330			42300	62043.386						58000	394.92	476.49	21.183391	3726.4715	-90.631
108452	339.1	335.94065	556.2					-7900			152.88681			90400			373	558.7	23.296036	6067.8482	-43.185
108463	383.16811	384	549.74332					-369872.32		-282709.98				87328.149		78400	424.7	549.7	24.228906	6187.3961	-62.164
108474	209.35	208.42357	431	647.00956					16100	63900		248.5				47507.587	423.54	432.97	40.385547	31201.14	649.591
108485	267.03	268	417	623.79681					12600	57520.271		244.24				45752.685	352.44	417.5	21.155806	3394.5607	-64.685
108496			435.2																		
108509			427.97726																		
108554		325.15	560.15					-618500		-532400				86100			374	560	24.338992	7001.7675	-13.919
108576		220.9															305.9	472.7	22.167263	4632.6193	-37.565
108587			551.12218																		
108598		211.3	454.6						-799690	-737800				111700		59563.266	308	453.9	23.549275	4935.9734	-43.448
108601			460.20929														302.8	455.9	23.03041	4806.1813	-37.757
108645			405.28537	582.40159					-571300	-527200						44050	267.1	407.5	22.24212	3941.8714	-39.809
108656				597.9		3010000															
108678	228.42	225	437.8	639		3162208						273.55	385.3			47510	354.64	438.87	21.182102	3614.1882	-63.572
108689		337	494	729.97851		5572870		-244500		-161600				82850		79677.327	427.87	496.47	21.317333	3779.9306	-108.79
108690		283	490.55																		
108703		335.39257	481.2					-75300		-7640.549				63360		59000	336.9	481.6	22.121142	4760.1641	-32.267
108736								-584600		-452900				134432.58							
108747			436													51200					
108758		228.36345	444						-31000							50327.771					
108770		418.885	463.2					94116.971													
108781								-75758.129			149.08			120000							
108805								-693601.05		-564100	142.2			133000							
108827			450													65200					
108838		229	441						-408600	-357700						50948.21					
108849			420.7																		
108850	216.87	206	438.71997																		
108861	242.41992	242.4	429.1						58855.18			21727.988				44686.67	329.22	427.39	20.889098	3442.466	-61.508
108872	146.575	146.6	374	573		3478768.1	0.000369		-192236.66	-156836.66		247.94099	343.3			35300					
108883	178.1342	178.1	383.8	593		4100000	0.000316		12000	50099.454		220.93668		43100		37000	273.13	297.89	21.268495	3284.5179	-45.957
108894	276.80531	276.8	418	646.05704		4660000	0.0003257329		59002.888	103462.36		208.68214				44900	348.2	459.07	21.114245	3414.3653	-62.407
108907	227.9	228	404.9	633.45		4519100	0.00030864198		11408.597	54420		197.5				41000	335.19	404.88	20.978461	3305.7639	-55.124
108918		253.63464	407	614.6					-144300.49	-101500.49						43394.197	333.87	401.52	20.881799	3178.0855	-67.285
108930	299.07562	296	433	645		4235341.5	0.00033333333		-351232.18	-290000		203.84063	353.83			62000	366.88	433.9	18.606661	1789.9445	-182.037
108941	243.89195	243	428	658.52031		4321983.9			-273546.87	-228400.71		229.03	335.53			44000	362.78	438.92	20.961123	3443.539	-63.598
108952	314.06	314	455	694.27962		5930519.4		-164752.02		-96109.734	143.98592			69190.303		58800	380.3	454.9	21.291728	3476.1598	-98.949
108974			485.7																		
108985	258.26501	258.21453	442.21636	689.5					63680	112400		222.60769				47619.906	387.69	485.31	20.98827	3521.698	-70.102
108996	255.01	255	417	644.99044					61296.418	104040.34		216.31				44000	347.19	457.72	21.134945	3417.7432	-61.606
1080166								360378.04		453278.04				92905.623							
108055421									-678400	-630600						47800					
1081750			573.5																		
1081772			552													74218.046					
1083563		326	590.18419																		
108430951												401.09									
108478166								-212000													
108543324												711.4									
1087021		370.9																			
1087496		270.3741	618.82														293	373	31.088099	10858.699	4.488
109002								-132000		-43700				88300							
109013		267.25847	411.09926																		
109024		207.25	388.45													39295.459					
109046			466.2													54400					
109057	269.31393	269.357	391.15						-124900	-84500		243.75637				40450	324.63	430.68	20.588242	2931.8355	-67.908
109068	206.45351	206	402	621.02586		4600000	0.00033444816		-38049.605	11801.688		217.86				42800	352.94	441.51	21.036717	3227.4898	-63.162
109080		244.35	407.00159													43700					
109091			443.2													51000	286.4	443.4	22.00972	4262.2462	-37.283
109193			175.7																		
109217	181.63		439	612.1																	
109433																91800	401.6	481.29	20.954376	4566.846	-152.88
109466		337.5												139279.87							
109499			401.82583																		
109524	239.49	239.26088	459	644		3607991	0.00034013605		-559068.96	-491000		259.83	439.82			65000	345.6	446.9	18.898467	2025.7476	-172.237
109535			355.8488													34560					
109557	194.43		405.83041						-77053.137	-36787.137		323				43047.614					
109568		289																			
109579		350																			
109591			414.7													50128.998	338.8	413.8	22.347601	3896.5842	-54.696
109604		178.15	374.7	548		3410033.3	0.00034734283									38000	312.22	374.03	21.054516	2956.1992	-64.378
109615			384.59883						-533400							40700					
109637			397																		
109648	238.6	238.88539	430													47530.933	282.9	440.7	21.721782	4090.9546	-39.691
109659		382.54845	374	577.5					-147042.32	-107000		327.02				36600	195.18	295.82	19.480492	2546.3897	-65.203
109660	143.46	143.4	309.2	469.8		3360000	0.00031063206		-173490.66	-146922.34		263.41859	347.82			26500	268.8	341.37	20.698398	2465.1867	-40.454
109671	83.038722	107.80333	304	464.7368		3556027.1	0.0002984		-49000	-22000		262.59947				29774.739	285.98	303.87	20.517369	2335.4982	-43.367
109682		132.87736	309.7																		
109693		149.95427	350	542					-188200	-154600						33530	256.4	351.7	20.713779	2723.7348	-54.885
109706		214.3	416													44055.487					
109728									-124100	-17000						107100					
109739		224.0133	351	527.16744		4196019.1			-127963.02	-95263.025						34000					
109740		160.82217	391	585.39597		3800000			-5800	31200						38000	332.96	400.86	19.005537	3343.5378	-48.964
109751			391.64123						117700	157700						40068.209	253.6	392	21.604074	3514.3712	-43.316
109762		261.14642	413.04796													50180					
109773	304.96	305.00509	492.47132					187589.04		266250.9	130.96			78464.895							
