CAS	Tt	Tm	Tb	Tc	Pt	Pc	Vc	Hfs	Hfl	Hfg	S0s	S0l	S0g	Hsub	Hfus	Hvap	AntoineTmin	AntoineTmax	AntoineA	AntoineB	AntoineC
4792158		264.45		751																	
4792830								-163529.96		-37400				126200							
4793980								45819.576													
4798587			408.4																		
4798598			426																		
4798612			444																		
480637								-477800		-374200				103600							
480966								218900		298500				79600							
4806591			332.9																		
4806615		130.2	343.8						-58950	-27204.358						32000					
481061								-590900													
481072								-587300													
481210														133800							
4810053		271.1																			
4810097			384.15													38500					
4815445								-760000													
4819754			419.2																		
4819823									-623300	-563000						60150					
482053														151900							
48233552														128000							
4829043			448.2																		
483658		369	663.2																		
4838000			534.2																		
4841207		361.16																			
485314		343.76																			
4850286		139	390																		
4850322			427.61278																		
4853741		289							-503800	-433000						70000					
4853752		268																			
486259		356.36833	614.7					-36100		52300				91849.51							
4860031			595.2													96707.381	438.8	599.9	21.013369	4432.4049	-132.809
4861589																52000					
4862037																92600					
487263														107200							
487514			543.2																		
487683			510.92868																		
488175			514.2					-392500		-299300				93200							
488233	265.4	266.48872	478.1						-90305.095	-36585.917		290.8				53367.374	315.8	477.6	21.220532	3857.2261	-79.655
488700		355.20763	533.19138																		
488813		374.53679												161000							
488824		379.4												160000							
488937														87100							
4884213		191.85	464.35																		
4884257			506.15																		
4885023			358.29423																		
4887303		245.1	545.7																		
489985								-80456.754						125300							
4891387		290							-68388.604												
4893134									-62000	-18600						43416.667					
4894615			346.7							-43100											
4894626			384.12498																		
4894637			374.95																		
490039																	339.8	505	23.76277	5772.567	-33.907
490062								-475700		-379100				96600							
490799														130400							
490915			505.2																		
4900305			415.63086																		
491316		320																			
491350		282.68053	535						94500	162100						67600	471.73	538.97	21.446139	4323.5917	-102.915
491372														84600							
491383	330.27							-229800		-148500				84375.557							
4911551			328.6989																		
4911700			410.82384																		
4912929	227.35		464.2						-53704.622	-1804.6215		288.1				51920					
4913137			500.2																		
4914890			368													36400					
4914914		148.9	362.77238													34700					
4914925		159.73333	364.6													35100					
4916636			398																		
4919339		360																			
492228		487.88						-20500		94300				114805							
492375			534.2																		
492626											209.19										
492977		305.9362	533.12218											85200							
492999										-69660				62000							
4920803														141900							
4920950		349.5																			
4920994			464																		
4923777			428.8803						-236200												
4923788			424						-240300												
4925717								-212500		-165100				47400							
4926765			421.7																		
4926787			426.02867						-239000												
4926903			425.2						-240200												
4927031										139700											
493016	230.15	230	466	697.29173		2982913.6			-219521.2	-169221.2				62500		50250	373.03	469.53	20.724348	3671.9025	-69.731
493027	242.72018	242	460	707.56429					-230594.01	-182094.01		264.93		64300		46378.881	365.51	461.02	20.70724	3621.7338	-65.947
493050		277.503							-120200	-63100		247.03105		57100		57100					
493083		269.836							-139100	-82400		246.02329		56700		56700					
493094																66992.817					
493743								-1084000													
493776								282700													
4935017									-203200	-164600						38600					
494520			549.2																		
494995			493.19998																		
4941531			466.45321																		
4945486			448						-171800							48900					
4946229		301.6																			
4949444			464.2																		
495409			501.7						-188800												
495454			615.7																		
495487		307.75						243424.63		342000				98600							
495545								280000													
495692								-608005.22			239.3										
495716		418.6						-255939.03			324.79										
495761														103700							
49540310		332																			
49557097			463																		
49558023								101000													
49562278		329.15																			
4957146		301.43631	566																		
4957168								-154500													
49570301								20400		92400				71980							
496106		230	437																		
496117	221.77	221.46	450	684.9		3950000			11442.931	60839.3		234.34575				49084.926					
496140			465.2	700		4285000	0.00035625223		-83830	-30100						53720					
496151			497.84163													61900					
496162		250.89	461.7						-99780	-46500		226.43				53300					
496413			585.7																		
496468								-492800													
496720			538.2																		
496775			458.2																		
496786		344	505														379.7	505	22.375808	4767.6959	-65.573
4964276		411																			
4964301		405																			
4965177		300																			
4965360		308																			
49681665									-747000												
49681676									-878000												
497030																	248	389.6	22.481681	4104.701	-14.768
497041									-517600												
497198								-1130770	-1108510		138.79	156.41									
497201										224000											
497234																55600					
497267			355.00154						-385100	-350000						35100					
497358									-4100												
497370			449.7					-281000	-279000							52500					
497381			443.2					-216600		-170600				49000		50324.18					
4974270			397.73742																		
4975217									56000	107000						51000					
49753540								307250													
4979468		449.31																			
498000		351.15																			
498022			570.7																		
498157																48500					
498215			380.65																		
498237		356.275																			
498248								-824400													
498602																48100					
498624																52600					
498668	319.5	318.99955	369.19825	590		4860000	0.00031436655	45745.86	29700	90000				38000		34808.943					
498817			441																		
4982201										64390											
49841534									-165000												
4985857			480																		
49862240		344																			
4988334		372.48612																			
499069								-466759.97		-364456.72				102300							
499445								-340600													
499752		276.4075	510						-270000	-194200						69210.027	343	510	23.812851	5871.2627	-32.705
499832														137100							
50000	155.1	156.19023	254.04737							-114828.54			218.95				163.76	250.86	21.372042	2209.1692	-29.758
50066		449																			
50180		323.52																			
50215	290	290																			
50282		453																			
50293		383.10903																			
50306		415																			
50317		402.7																			
50328		450	768.2													111712.01					
50339		377																			
50500		471																			
50691								-1048575.4													
50704		366.75471						-1353700						186000							
50715											153										
50782		405																			
50793		427.15	574.2																		
50817		462.5						-1161411.9													
50851		446																			
50997		420.47824																			
500005			385.71667						-156800	-111200						45605					
500243																42900					
500992														101100							
500000180			382																		
500000191		416.65																			
500000260		301.15																			
500000271		291.15																			
500000442		297.15																			
500000522		314.65																			
500000851			474.65																		
500000920		333.4																			
500000931		332.2																			
500000942		316.95																			
500001070		288																			
500001081			507.65																		
500001230		189.65	401.70593																		
500001310		393.65																			
500001332		397.65																			
500001401		534.15																			
500001412		198.5																			
500001490		528.4																			
500001570		373.65																			
500001581		410.65																			
500002051		231																			
500002302			482.65																		
500002620			517.65																		
500002631			509.65																		
500002642			508.9																		
500002891		344																			
500003010			408.15																		
500003350			506.65																		
500003430			398.45																		
500003532			487.15																		
500003690			373.25																		
500004320		356.65																			
500004331		439.65																			
500004342		419.65																			
500004411			461																		
500004422			471																		
500004740			447.15																		
500004922			362.05																		
500005390		396.15																			
500006531			407.15																		
500007012			386.65																		
500007341			454.78987																		
500007410			592.15																		
500008060		470.65																			
500008071		455.75																			
500008195		313																			
500011121			346.85																		
500011381		327.15																			
500011712			458.15																		
500011881		299.65																			
500012102		429.9																			
500012420			429.7																		
500012500			439																		
500012760		404.355																			
500013161			429.65																		
500013241			453																		
500013401		331.15																			
500013412		343.65																			
500013490		382.65																			
500013661			521.7																		
500013730		426.15																			
500013741		359.15																			
500013990		358																			
500014302		426.3																			
500014471			390.9																		
500014540		358.65																			
500014802			341.15																		
500014960		511.65																			
500015021		262.15	495																		
500015190		213																			
500015532		279.15																			
500015612		394.15																			
500015850		442.65																			
500015861		433.15																			
500016080		368.15																			
500016240		638																			
500016251			318																		
500016671		217.7																			
500016831		285.2																			
500016842		320.24597																			
500016911		321.99897																			
500016922		401.5																			
500017050		394																			
500017641		321.1119																			
500017970		259.79	578.75																		
500018042		203																			
500018360			808																		
500018371			418																		
500018531		207																			
500018542		198																			
500018600		218																			
500018611		225																			
500018702		228																			
500018780		203																			
500018951			446.26856																		
500019090			423																		
500019170		347																			
500019410		248.21	559.06																		
500019421			559.3																		
500019432		242	555.5																		
500019670		369																			
500019750		297																			
500019830			484																		
500019910		46	300																		
500019921		443.20385																			
500019932		306																			
500020020		480																			
500020122		367.4																			
500020202		356.4																			
500020611		163																			
500020622		203	489																		
500020702		237																			
500020791		203																			
500020860		279.7																			
500021001		250																			
500021012		250																			
500021170		414																			
500021181		389																			
500021410		305																			
500021421		400																			
500021750			427																		
500021761			419																		
500022151		247																			
500022980		463.9																			
500022991		455.7																			
500023052			445.7																		
500023201		529.6																			
500023212		492.8																			
500023881		206.7																			
500023950			355																		
500023961			365																		
500024011			428																		
500024102		297.75																			
500024180		328																			
500024271			416																		
500024351			452																		
500024420		298.68131																			
500024500		339.2																			
500024511		336.2																			
500024522		333.5																			
500024602		339.8																			
500024680		332.96667																			
500024691		328.8																			
500024771		263																			
500024840		462																			
500024931		340.7																			
500024942		300																			
500025150			397																		
500025332		401																			
500025412			376.4																		
500025730		408																			
500025741			364.2																		
500025810			421.9																		
500025821			428																		
500025832			427																		
500025901		386																			
500025912		446																			
500026302		358																			
500026380		362																			
500026391			405.7																		
500026460			432																		
500026471			433.1																		
500026540			444																		
500026551		208.5	437																		
500026620			430																		
500026631			435																		
500026880		529																			
500026891		400																			
500027010		360.06146																			
500027021		358.77257																			
500027032		319.15577																			
500027101			416																		
500027112			435																		
500027270		294.7																			
500027281		283																			
500027350		316																			
500027361		186																			
500027690			482.58																		
500027781			516																		
500028240		254																			
500028320		302																			
500028331			420																		
500028740		237.24	471.3																		
500028751			327																		
500028820		387																			
500028831			422																		
500028842			490																		
500029130		332																			
500029152		349																			
500029301			440																		
500029710			444.5																		
500029721			447.5																		
500029801			419.9																		
500029812			428																		
500030160		259.7																			
500030411		320.2																			
500030422		308.4																			
500030502			416																		
500030580			483																		
500030900		225																			
500031232			469																		
500031550			462																		
500031561			496																		
500031652			384.37																		
500031812			435.8																		
500032111			442																		
500032122			469																		
500032371			455																		
500032622		291																			
500032702			433																		
500033090		351.2																			
500033250			355																		
500033261			503																		
500033421			404																		
500033670			526																		
500033761		305																			
500033841			421																		
500034402		272.4																			
500035712		348																			
500036351			451																		
500036931		293																			
500037070			578																		
500037161		396.7																			
500037730		286.2																			
500037741		386																			
500038802		252.29	591.54																		
500039350			487																		
500039521			537.47																		
500039532		245.09	537.76																		
500040211		246.72	523.02																		
500040222		262.88	528.2																		
500040302		266.64	569.71																		
500041032		327.1																			
500041101		347.6																			
500041112		294.8																			
500045001			527																		
500050920		251	482																		
500050942		309.4																			
500060140		344																			
500060151		338																			
500060242		203.2	448																		
500060300			396.9																		
500060311		166.5	294.7																		
500060480			385																		
500060491		239	434																		
500060571			401																		
5005629								-182600													
5008695		164.05	386.25																		
5008720			406.8																		
5008731			405.3													41800					
5009278										16000											
501246		325.2																			
501520		321.01151	553											102400			375.3	552.9	24.76451	7035.4659	-21.359
501531									-376200							38500					
501586								44400													
501655		333	573							385000			452	95212.101							
501940		363																			
501973		402.5																			
5019829										-218000											
502410	280.3		458.2									241.638									
502421			452.00467						-297832.56	-247833.88						51000					
502443	272.00437								-458000	-396000		235.65812				62000					
502476																	372.7	530	25.400806	6785.9324	-41.629
502498		317.37848	471.51238					-322300	-326000	-272198.46						53664.271					
502567	269.31	267.69577	460	641.08844			0.00055865922		-398200	-344900		401.4				48459.785					
502692									-628655.95												
502738		356.4																			
502863			411.47							210000											
502976	356.2							-702194.29		-613794.29	157.22014			88400			376	513	23.392469	5487.2928	-51.139
5022297														90900							
5026744								-110500													
5026766			386													38900					
50277275																	343	516	23.32643	5665.5797	-35.954
5029210								16500													
503093			358.7																		
503173	240.865	240.78669	300							146299.72		195.1				26700					
503208			352.7																		
503286			274.81673																		
503297			335.18837																		
503300		176.15	321.65801	507.9						-80540						30033.466					
503388			401.2																		
503457		187.79732	404.45946																		
503606			382.2																		
503640			442.5	644.6		4703440											306.7	445.1	24.143226	5072.2818	-43.077
503742		243.46776	448	629.00201		3400000			-561600	-502500						58740.349	359.8	377.3	10.900783	115.5253	-320.762
50341350			417.7						-135700	-91460						44270					
50356520										14000											
5037638		305.2																			
50373369			485.15																		
504018			519.7																		
504029		378.4						-425400		-335600				89800							
504030		209.55	400.59422																		
504154			562.7											102900							
504198								-703500		-564100											
504201		299.00067	470.6998														315	470.4	23.474855	5202.2029	-35.106
504245		431.65468	546.2					41800		129900				87415.804							
504290		330.43615	478.99786					39400		118100				77194.769							
504314			480.7																		
504449			592																		
504530		362																			
504574		329.62123																			
504609			315														201.3	315.3	20.890572	2577.1661	-40.198
504610			394.4																		
504632	245.5	325.23725	487						-477116.16	-404576.26						70000	332.6	487.4	26.008228	7149.5682	6.101
504643									-121500	-94038.971			276.07				160.96	248.78	22.066364	2781.2557	-14.911
504789			437.7																		
50407186			559.2																		
50417282													250.64								
50417328													261.85								
50468229			462.24727																		
50471448		383.69																			
5049616		392.5																			
505146									311000	344000											
505226			378.7						-380121.91	-342846.72						37000					
505237		327.2												64203.007							
505293		384.6	472.7											65217.934							
505486		414												147556.16		116700	446	618.7	28.426196	10343.046	-6.551
505522		387.5																			
505544														153200							
505602			489.2						-200500							59800					
505657													338.6								
505668			442.20929																		
505715								-101162.69													
505953		357						-959000													
50530126		315																			
50561245													229.62								
5057965		320																			
5057998		319																			
50585085		336																			
50594666		437.48																			
506127	334.25	332		795.08		1393900															
506172		284.4																			
506218									-640200												
506309	348.16748	348.4			0.00199983																
506332																	482.8	655.7	26.927259	8850.1309	-81.14
506423		308.15														120100					
506467		359.45																			
506525																148000					
506661								-90790	-15890		16.33	47.48									
506683								140400		186180.23			248.35	45230			273.01	313.09	19.656409	1674.8659	-130.052
506774								137800		137950			236.33				196.5	286.3	22.247048	2473.2066	-54.458
506785								164800		225917.81			257.34	59842.346		40000	298.4	414.3	29.437054	7679.7936	14.533
506809		229.5										165.3					273	323.16	18.99361	2459.299	-78.716
506821	270.48							86000	66400	110000		201.88		37100		37100					
506832								-86400		-18600				67800							
506934		487.6																			
506967		176.9998	349.19602						-223386.61	-195967.92						29644.911	275.6	333.7	17.57904	1544.8504	-102.24
50623579		235.2																			
50627071									-351000												
50654358								-404000		-316000				87900							
50670490		403																			
507028			380.93781						-162428.32	-125989.28						38323.563	276.63	301.4	13.819172	657.01503	-177.532
507095									-218501.58												
507164																	266.4	412.7	23.817618	5137.7282	5.082
507197		243.88868	347.24374						-148129	-132400						31877.421	273	346	22.02296	3545.3294	-8.195
507200	247.53	247	324.1						-211200	-179900						28831.669	295	319.71	13.940311	254.58993	-221.514
507255								392200		267940											
507368			380																		
507404			350.7																		
507426		319.15																			
507551			325.2																		
507700		476.15307	486.4																		
50733603									-2211600												
50740766			420.5																		
5075796		297.15																			
5076197			348.65																		
5076722		312																			
5077678			433.2																		
50787138			461																		
508327			426.7																		
50802476										499000			196.6								
50845277		283.15																			
50853297								-1592600													
50861262										370000											
50874243									387800	429900						42100					
50876318			429.50659																		
50876329			425.62234																		
50876330		184.75738	391.16269																		
50892905								300000													
509148		287.05	399.2						37789.928	82000						47900.924	313	373	21.987823	3642.8531	-49.74
50905129		451																			
50928079										328300											
50975649											312.3										
50987592			402.7464																		
51058		429																			
51127		427																			
51172								79500		181700				101000							
51207														151400							
51218														133200							
51285		388						-235467.37													
51365		460.51																			
51445		477.65																			
51570		447																			
51661		400.3																			
51796	321.41	322	456.21523					-517100	-497300	-446300				76300		51000	339	457	24.15223	5245.6342	-41.707
51809			358.2																		
51832		480																			
51989		456.6747																			
510156		312.19																			
5103719		380.28303																			
5103731		489																			
51079528			467.65																		
51105192		269.6																			
51182833		219.2	487.2																		
51191334		269																			
512561																47500	299	465.9	22.95256	5179.1747	-12.294
512607			536.2																		
512630											735.5										
512856		276.4																			
51200818			457.15																		
51200829			462.15																		
51200830		261.87187	467.65																		
5121880		455.8																			
51235042		390.35																			
5124301								-441000		-311000											
51261144			445.2																		
5129351																4849000					
5129362			401													4828000					
5129373									-616400	-566000						180390.36					
5129384																5515000					
51299559			468																		
513315			414.2														267	414.4	21.862539	3896.5542	-37.488
513359	139.39928	140	311	473.865		3420000			-68440.364	-41340.364		251.19236				27337.485	276.19	343.74	20.832109	2529.6637	-39.889
513360			341.9													31763.97	219.4	342.1	20.902729	2774.7969	-46.104
513371			341.19987																		
513382		169.075	393.56043													38843.429	256	393.6	22.388564	3940.2918	-30.92
513428			387.7													51900					
513440	128.31	128.29	361	559.5					-132000	-96480		266.35				34721.85	315.4	398.36	20.751726	2848.9471	-52.837
513484		168.95	392													38392.31					
513495			336.1561	509.4												32850					
513531	133.01596	108.2	358	554					-131000	-96110		271.42				34123.712	312.11	394.63	20.750621	2831.9586	-51.129
513815		199	342													31000	273.19	341.6	21.349983	3028.2448	-33.416
513859		292.15	456.58152						-544766.53								317	455	25.499725	6025.2803	-24.565
513860																48700					
513882			391.91446														292	391.7	20.545506	3121.0896	-45.608
5131248		357.88																			
5131668			443.35																		
5132752		251.7	563.86745																		
51338273		315.26																			
51345518			471.12832																		
5137451			376.38882													39815					
514658		383																			
51422549			421.2																		
5144116	349.5							188600	186100	273200						87100					
51449775								111800													
5145426								-258000													
5145993		150.96	379.54219						-156000	-117000						38122.844					
51452085									-534200	-464100											
51460845								132000													
51488201									-126000	-77000											
515004			494.7																		
515640		523.6																			
515833		300																			
515844			440.7													50985	317.4	368.3	25.167969	6196.4568	19.39
5150425			506.2													76500					
5153399		427									311.48										
5153673			528.2																		
51552648		317.15																			
5156412									-251000	-192000						59800					
516052														116212.8							
516063								-617000													
516541		439.20781																			
516552		443.29154																			
516585		468																			
5160532		427																			
5160543		41.3																			
5160554		387																			
5161046			470																		
5162038			603.2											100200							
5162447			371.66109																		
5162481			422																		
51621160										386180			251.14								
5164352										333000											
51687811			388																		
51688734		419.65																			
517226		286.75607	470.45607																		
517259		292						-48000	-67199.931					45288.746		54800					
517511								620000		882000				262000							
517602								-2298800													
5171846			443.40481													42300					
5171868									-329900	-265500						64105.401					
5171915								-301300		-139000				162300							
51731170			473.2																		
51750653																43500					
51761729								-27600													
51770899		263.1																			
51770980								-491000													
51771687			385																		
5180530								-30000													
5181340										378300											
5184758		393																			
5187779		345																			
5187815									444000	494100						50200					
519448								-422362.33													
519733		365	450.93765					167687.26		276100	312.1		541	108283.2		94043.163	442.9	532.4	43.408495	16704.557	-9.133
519879								-42900													
51912697										-1183820			349.19								
5194503		177.1	354.47104							48000											
5194514		228.3	355.20258							44000											
5195131		424																			
51951645									-55400	20000						75300					
51956208								16900		128000				111000							
5197660		219.15																			
52437		445																			
52686		355.36																			
52788		412																			
52857		329.01844																			
52904								-534234.86			169.9										
520036		490.4									273										
520456		382.15	543.2														364.8	542	23.44126	5920.8719	-45.659
520694								-89200													
52019780			411.2																		
52021359																52015					
52031728									-352100												
5205345				663.12561			0.000646														
52073048		310.2						-304700													
52086825										54400											
5209187		285	586																		
52098712		371																			
521120		403																			
521744								-40500		76800				114942.95							
52152713			393.2																		
5216251			518.2																		
5216353		375																			
5217050			492.2																		
52182157		307																			
5219487											447.58										
5219498	321.63										424.16										
52199356								474000						331880							
52217024			416.2																		
52224870											163.5										
5223596			665.67																		
5223610		294.85	569.31																		
52251715														107600		91400					
52260829								-1202100		-882000				320000							
52273673		410.65																			
52298712		373.25																			
523808		302.4																			
5230784			398.7																		
5231878									-552100	-478500						73600					
52315443		236.7																			
52317983			377.15																		
5234684		366.12286																			
52345490									-747000												
52345514									-673200												
52345525									-817000												
52364713		321																			
52364724		326.7																			
52364735		327.7																			
52414989			540.2																		
5247143									462000	482000											
52495279											516.3										
525031		337																			
525826														108200							
5251934		417.64601																			
5256779								297100			132.6										
5259712										158484.01											
5259881		403.24																			
5259972								-455300													
526738	247.80635	247.6	449.2	665.12659		3448459.4			-58600	-9600		267.94	384.84			49000	363.48	450.28	21.10485	3670.2239	-66.072
526750		347	490	722.85				-241300		-157300				82953.817			422.5	491.62	17.049906	1341.8499	-247.5
526852		354.19679	509.3341																		
526874								-836000													
5263876																78100					
52654270														82800							
52663715		395.4														109100					
52698461																44100					
527173		380												93200							
527208		507.06																			
527355		389.90506	521.21161														381.8	522	23.412478	6228.9693	2.303
527537	248.6	249.3	471						-96435.597	-43624.585		310				52651.331	313.8	471.1	20.0732	3071.6761	-111.909
527548		381	523																		
527606		344	493.28404					-270000		-245495.94	215.13			86841.046			367	493.8	21.910364	4414.8915	-68.384
527695			446.2																		
527720		400	533.2																		
527844		198	450						-73354.813							50600	354.32	452.86	21.970438	4329.9422	-36.878
52709838		319.7																			
52709849	294.8	294																			
52709850		313.7																			
52709861		344.7																			
52709872		351																			
5271385			443.2																		
5271396		367												108600							
5271670			480.2																		
52713630			382.4																		
52750568									-287000	-238000						46333.333					
52766628								-742700													
52766662								-834700													
5277112			443.16379																		
52784313									-56570							46400					
528290		388.25512						-2000						93814.396							
528449								-1179200													
528905								-495800		-386200				109600							
52829831			468.2																		
5283669			498																		
52841288			383.15																		
5285870									267000												
5286180			566.15																		
52896874																47300					
52896885																47300					
52896896																47700					
52896909																47700					
52896910																48100					
52896921																46900					
52896932			433.2													46900					
52896954			429													47300					
52896998			420.2													45200					
52897004																46900					
52897015																46900					
52897037																46400					
52897048																46400					
52897059																46400					
52897060																46400					
52897082			429.88033													45600					
52897093			421.81711													45200					
52897106			437.74													46400					
52897117			426													45200					
52897128			435.31525													46000					
52897151			428.93767													46000					
52897162																47300					
52897173		230.9														46000					
52897184			428.45													44800					
52897195			442.59													46400					
529179			440																		
529191		261.82	478.15928																		
529204			473.19776																		
529237		313																			
529340		278.8	531.15													65000					
529351		342																			
5291907			345							336000											
52910788	323.7																				
52918635		373.5																			
5292217		300	517.17157																		
52957161																101000					
5296628									-21000	18000						39150					
5299547		325.45																			
53190		349.4																			
53601		455																			
53703		540.64357	797.2					179000		328000				150641.58		131100					
53861		433																			
530450			541													76500					
530483		281.11824	546.8576													71200	360.6	550	22.698999	5687.6454	-41.253
530507																	399	595.4	23.525673	6614.5188	-44.099
530789														121200		101600					
53010030								202500													
53057537		303.49371																			
53063539			363.7																		
5308258			430.15																		
531453		395																			
531522								543100													
53130191								-150800		-85900				65076.073							
5314410			444																		
5314523		173.35																			
5315797		480																			
53161721										12300											
53178204			341.4													31560					
53188866											410.9										
53188877											519.7										
532183			744.2																		
532274			518.91446																		
532285			443.2																		
53214974		375																			
5323502														98200							
5325973			568.2																		
5326169								-220000													
5326921									-571500	-516700						53076.794					
5327457		372.35																			
5328018			553.69972																		
5329793			389.15																		
53297704								-620100													
533175		359.9																			
533186			481.2																		
533313														92200							
533608		383																			
533675								-869300													
533686			450.2																		
533733								-563800		-444000				122964.04							
533755								-239560.83		-155603.35				83700							
533982		207.7	438.54006						-142190.92	-95043.736						46386.323	280.7	439.5	21.602531	4050.4222	-38.141
5331486																69800					
53310024			375																		
5332069			479.2																		
5332241			548.2													70700					
5332730		139.2386										257.6									
5333482			536.9																		
53353030			435.66177																		
5336083								-1010800													
5336243								-499800		-404200											
53366351			442.6																		
53369714			429.7																		
5337724			447.7																		
5337939			511.7														332.8	511.7	22.402357	5147.8918	-38.667
53378726									171000	213000						42000					
534009			394.8																		
534076			446.6														348	445	22.7958	4461.2333	-49.092
534134		337												109978.84							
534156			337.69548													36400	273	333	20.53648	2503.7481	-59.707
534225	181.9		337	528		4720000	0.000247					213.89				32200	333.4	373.5	22.600517	3783.3361	3.234
534521		359.95856						-279000													
534598														124600							
5340410			443.15																		
5340454			420.15																		
5340476			425.65							-328400											
53407786								157400													
53407797								68580													
53407800								27500													
5341957		306.91839	456.70184													66600					
5342789		296.75														54700					
5342870			563.7																		
5343920			480						-546700	-465100						76919.422					
5343986								-71460		30000				102000							
5344207		178.7	396.75																		
5344821		416.44																			
5344901		357	548.2																		
5346769		397																			
53466038								136600													
5349622			523.7																		
535115			432.04812																		
535137			420.7																		
535159																47347.05	282.8	429.7	22.572702	4346.005	-36.82
535773		209.38038	448						-78690.212							50000	289.77	448.06	21.745452	4109.6078	-45.917
535808		427.4						-423499.66		-321800				102452.82							
5351042		213.45																			
53510182																38900					
53531149			392																		
5356832			372																		
53566373	180.54		375.02436																		
53584568			416.2																		
5359386		312																			
53590275										556470			230.9								
536607			513.475														347.3	519.8	23.196703	5547.0841	-44.406
536663		390.1						-483800		-382700				100050							
536743	228.04	228.35	416.19701						283938.64	306600		221.2									
536754		182.65	441.40115													46300					
536787		196.3	438.23013																		
536889			453.15																		
536903			524.2																		
5363644			416.7																		
5364830			431																		
53663926													287.28								
537928			576.2																		
5370252		367																			
53716533		134.69																			
53716544		134.53	272.13																		
53716555		134.67	272.44																		
53759209		383																			
5376158								69100													
53772784		112		372.35		2333000	0.000363														
53778431		142.92971	329.91355																		
5378494								207800		323800				116000							
5378529								344349.45		448349.45				104000							
53780340		457.48																			
5379204		212.96																			
538238																135400					
538249	304.73333	319.5										1071.5				180000					
538396		354.9715																			
538432			588.2																		
538512		324.15						185000		278700				96537.168							
538567		370						-347800													
538681		194.9	471													55260.537					
538749		320						99300		193000				93850							
538818		423.1822	623.2																		
538863		220.52	446.90744													51400					
538932		221.5	444	650.47727		3050000			-69900	-21500						48158.558	359.79	446.96	20.850438	3514.629	-68.979
5380427																57600					
53815591									-610900	-557700						53100					
53839239		229.2	494.7																		
53848854		392.3																			
53848865		393.3																			
53848876		394																			
53848887		396.7																			
53848898		402																			
53848901		395.2																			
5385364								130800		218300				87750							
53897293			377.03																		
53897500			418.05																		
539037		451.6																			
539300			461.92474													53500	299	458	22.266643	4483.6674	-40.91
539322			479.7																		
539479		413.65	559.2					-459000						102350							
539480		308																			
539719								-980900													
539800		268																			
539822			415	593.29348					-554089.86	-507616.26						47036.802					
539877									-465000	-411000						53650					
539888			479														320.4	479.4	23.021177	4985.1151	-45.466
539902			429.9	611.4													277.8	430.1	22.46577	4437.7515	-25.089
539924			463.45																		
5390045			427.09716																		
53907598			407.18																		
53907601		167.54991	403.29																		
5392405			502.2													55900					
53939278																79100					
53939289																88500					
53941198			410.35																		
5395040			570.2																		
5395084			535																		
5395755									-142500	-83000						55150					
53951454		295.65																			
53955810			388.2																		
53957338			506.2																		
5396247									-516000	-467400											
5396383		292.29	496.4																		
5396587			446.638																		
53966362			438																		
53966511			434.15																		
53966522			437.4																		
53966533			434.15																		
53971474									-61000												
5398254		207	451.20724																		
5399020		307.15														98900					
53990980			383.65																		
54115																63900					
54206														110800							
540078		225.15929	497.98975																		
540089		324	524.7																		
540090		342																			
540181	200.48		451.72508																		
540363		249.6	362.19168						-342300	-306700						35686.185					
540374														84800							
540421		201.8	410	583.80229													270.9	410	22.525822	4070.8599	-39.953
540476		163.07	317.88																		
540498		283	385																		
540512			423.4													54100					
540545		150.2	320	503.2		4577860				-131850						28709.008	204.9	319.6	21.02845	2659.5019	-39.991
540636			419.17026						-54000	-9300						44691.307					
540670			283.39369	438.03771		4361544.5	0.000222			-216400							280.7	433	19.468334	1381.8596	-108.534
540738	264.28		360.2									199.15				39498.015	274.52	297.61	18.33788	1629.5901	-120.979
540807			336.10293						-206000	-172000						34000					
540841	165.74941	165.77	372.4	543.9		2569786.2	0.00046807543		-259300	-224100		324.27801				35100	194.64	298.44	20.602058	2952.6785	-48.444
540885			370.35475						-554500	-516500						38026.558					
540976		270																			
54004410			465.4																		
5401627									-160500	-109900											
5402288			442.7																		
5402299			440.5																		
5405414			443.2													55900					
5405787		147.17	389.96																		
5405798			418.9125																		
54059755			450																		
5406586									-414520	-350680						63820					
5407874			508.2																		
5407987			533.12218																		
54078534									-667200	-617400						49860					
5408866			431.03665																		
541026		226		617.4		1035000	0.001287									59000					
541059	335.22	337.15696	407								412.1						297.4	335.6	15.553571	932.09796	-196.763
541286			419.00737													42200	270.7	421.4	21.566657	3806.134	-42.395
541311	139.63		391.2						-154100	-114600		298.49				39625	324.1	430.77	20.814932	3091.2412	-58.704
541333			387													39470.786					
541355		388.8	489.2					-364821		-279137.56				83405.206							
541413			366.2	508.15					-497300	-459400						37830					
541424			317.7672						-164000	-133000						31000					
541468								-390000													
541479		339.15	467.7	661.84		3609920															
541582		222.84																			
541731		248.50902	446.19959						-20500	28100						51424.912	363.87	446	21.178118	3752.7808	-57.328
541855			432.70676																		
541888			476.2														340.3	490	28.140123	8741.3982	35.996
54105667			574							-357001.3						84600					
54105769			467.43955																		
5411121								-128000													
5411507			569.2																		
5411585																	349	525	23.774813	6119.7784	-25.226
54143349										-26500											
54157038		283																			
54157049		310																			
54166222								88000		150300				62300							
54166539			454																		
54168239									-153500	-107600						45900					
54168648		157.6941	376.81826																		
5417323			399.2																		
5419556			413														338.3	412.1	25.185653	6297.3768	48.449
54195652													285.76								
542109									-871500	-812600						58950					
542187	229.34	229.65589	416						-208011.04	-165251.14						42000					
